configuration,level,period_ms,lines,seed,epochs,task_set_accepted,cluster_capacity_gpu0,cluster_capacity_gpu1,assigned_per_slice_gpu0,assigned_per_slice_gpu1,selected_voltage_gpu0,selected_voltage_gpu1,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s
HEAT-adapted-L2,2,100,6,101,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,b1020fb5cdd279d389f2eaf025f759054be420ea9c110a1d9a376d6ca9c7152b,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,202,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,48b8f22ae5edb4d49a81f9402cc48f9783146a427a812e7150ae6f443a1201ff,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,303,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,b3f5c899c617efc517c11741c14cb0fa034af69ae736366336fae2b67ea07aa1,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,404,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,fe41ff36873d2d9d03d789cd5dc785644423b545ad6d1640bc0db7733e5cd7c4,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,505,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,37da1d523ad014471f8bd3a18b30f26689b4d05d67031a772e91a0fd29619adb,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,606,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,390687d604281850b8b8f3a13b7d0c85471a3e38cf79bebc3821f56c1a1e7928,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,707,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,faaf073385a945073dd8f2759a23e8eba1704d6104b68290ef78fa73e6893efa,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,808,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,4abcf295e1f467576ae8cd1920b07767ab9dd8f9acbc10150dfd4396441ccc7d,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,909,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,71a1077af7e21d45a4c8968938b224980b0fe6795055dacfa17590ef059717b4,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,6,1010,1000,False,12,6,12,12,,,6000,6000,6000,0,0,0,0,1.0,0.0,1.0,cb56f8f2acfa607c94ca02c6b7668bd49bf267ee9847a2e23abfcaccff80a2fe,6000,6000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,101,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,0f9edf4f145539579827e1cf58f55521cd3976a480e360fe644d8b88a199323b,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,202,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,a7fc26724f1b2b80aafcbfe456e5577887e3ee73477665c9c0c1c3b3a1fd5adc,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,303,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,aedf71a1dbe0de9c0c0682e31fc58619e5ac59a3b2096cb6fda1aceaef1567c5,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,404,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,c49922ac05042c81f20ba21716a3cc4b4ee71af2770f145b211957bbfc28210a,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,505,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,87e415d8698e71254abc72e378d7559d5e5f56c12742c53c953913cabe26f036,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,606,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,7727b14c3f2a12569602480fc27df69444ff9763ea20657c02b3169015339afe,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,707,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,5055d7ad33e3719e2e621b4682d9c9ee97105ac36437030ad53b3894b9f7ae41,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,808,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,b68992cc71af294d786a1f3d922d9c31ea8a7076ca3708b1e745563275572fb4,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,909,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,161e86824eaa2e63d41f76211696462d40864502b1a95bf46d16e749f86e0aa7,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,8,1010,1000,False,12,6,12,20,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,aa6154ce4ab1912828f1cb0fe9debc3eda3652e6f8feaf5d70d32c7275efbb9b,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,101,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,6847dfafc6babc98c95f66c3eaa57afee35b21614416684f4d91a0784c4ff1c0,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,202,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,afc98569d3054aaa6ec1f044e7345b84313318ac1f62d5e1a0f37bc4aeac4a36,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,303,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,3a424fac7e0e3672b1f1b611f8b9049ecb1181cc50da6fdadf6ab38e00e2e41f,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,404,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,c7da8d93464d8e8e44f341befe13e511f162bf8018ade7cf0023982691ac19e4,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,505,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,437b773ec26ee105d05cb7f55f511881f0d687776fa0684480e3d380de1efb33,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,606,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,f805f3ed8b464e016c81f84997b4c81ac89c57c9d1eab36e7bc2c52e99225a82,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,707,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,e37e9eceb6156cb2f3969736ddf1b6d62337602efed64e4b76a3fc9a7f5fba81,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,808,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,4c4c3dd38d55eacd399393e0fb2ed8ce13ed74f1df32300acbdc390d7e54a5ea,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,909,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,551299176aa9355381696a3feba4930a822d66d5d1ce25a9e89620224177605c,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,100,10,1010,1000,False,12,6,12,28,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,9fcaee48a6542cc770d4770c0a0966257bd670ba87ac956e53537d022c405de6,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,4,101,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,4000,4000,0.5124772894875397,4000,0.5124772894875397,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,202,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,303,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,4000,4000,0.5124772894875395,4000,0.5124772894875395,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,404,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,505,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,4000,4000,0.512477289487539,4000,0.512477289487539,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,606,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,4000,4000,0.512477289487539,4000,0.512477289487539,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,707,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,808,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,4000,4000,0.5124772894875389,4000,0.5124772894875389,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,909,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,4000,4000,0.5124772894875389,4000,0.5124772894875389,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,4,1010,1000,True,18,9,16,0,0.8,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,4000,4000,0.5124772894875392,4000,0.5124772894875392,0.6418486865905856,0.3581513134094144,0.056,0.0,44.1444129676412,0.0,58.84301830001824,149.99399999999977
HEAT-adapted-L2,2,150,6,101,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,6000,6000,0.5124772894875365,6000,0.5124772894875365,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,202,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,6000,6000,0.5124772894875366,6000,0.5124772894875366,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,303,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,6000,6000,0.5124772894875367,6000,0.5124772894875367,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,404,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,6000,6000,0.5124772894875366,6000,0.5124772894875366,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,505,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,6000,6000,0.5124772894875372,6000,0.5124772894875372,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,606,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,6000,6000,0.512477289487537,6000,0.512477289487537,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,707,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,6000,6000,0.5124772894875375,6000,0.5124772894875375,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,808,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,6000,6000,0.512477289487537,6000,0.512477289487537,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,909,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,6000,6000,0.5124772894875373,6000,0.5124772894875373,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,6,1010,1000,True,18,9,18,6,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,6000,6000,0.5124772894875369,6000,0.5124772894875369,0.6418486865905856,0.3581513134094144,0.056,0.0,52.7881187742577,2378.492312641925,76.34984613294885,149.9972727272726
HEAT-adapted-L2,2,150,8,101,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,0f9edf4f145539579827e1cf58f55521cd3976a480e360fe644d8b88a199323b,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,202,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,a7fc26724f1b2b80aafcbfe456e5577887e3ee73477665c9c0c1c3b3a1fd5adc,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,303,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,aedf71a1dbe0de9c0c0682e31fc58619e5ac59a3b2096cb6fda1aceaef1567c5,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,404,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,c49922ac05042c81f20ba21716a3cc4b4ee71af2770f145b211957bbfc28210a,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,505,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,87e415d8698e71254abc72e378d7559d5e5f56c12742c53c953913cabe26f036,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,606,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,7727b14c3f2a12569602480fc27df69444ff9763ea20657c02b3169015339afe,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,707,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,5055d7ad33e3719e2e621b4682d9c9ee97105ac36437030ad53b3894b9f7ae41,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,808,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,b68992cc71af294d786a1f3d922d9c31ea8a7076ca3708b1e745563275572fb4,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,909,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,161e86824eaa2e63d41f76211696462d40864502b1a95bf46d16e749f86e0aa7,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,8,1010,1000,False,18,9,18,14,,,8000,8000,8000,0,0,0,0,1.0,0.0,1.0,aa6154ce4ab1912828f1cb0fe9debc3eda3652e6f8feaf5d70d32c7275efbb9b,8000,8000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,101,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,6847dfafc6babc98c95f66c3eaa57afee35b21614416684f4d91a0784c4ff1c0,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,202,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,afc98569d3054aaa6ec1f044e7345b84313318ac1f62d5e1a0f37bc4aeac4a36,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,303,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,3a424fac7e0e3672b1f1b611f8b9049ecb1181cc50da6fdadf6ab38e00e2e41f,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,404,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,c7da8d93464d8e8e44f341befe13e511f162bf8018ade7cf0023982691ac19e4,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,505,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,437b773ec26ee105d05cb7f55f511881f0d687776fa0684480e3d380de1efb33,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,606,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,f805f3ed8b464e016c81f84997b4c81ac89c57c9d1eab36e7bc2c52e99225a82,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,707,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,e37e9eceb6156cb2f3969736ddf1b6d62337602efed64e4b76a3fc9a7f5fba81,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,808,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,4c4c3dd38d55eacd399393e0fb2ed8ce13ed74f1df32300acbdc390d7e54a5ea,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,909,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,551299176aa9355381696a3feba4930a822d66d5d1ce25a9e89620224177605c,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,150,10,1010,1000,False,18,9,18,22,,,10000,10000,10000,0,0,0,0,1.0,0.0,1.0,9fcaee48a6542cc770d4770c0a0966257bd670ba87ac956e53537d022c405de6,10000,10000,0.0,0,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan
HEAT-adapted-L2,2,200,4,101,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,4000,4000,0.5124772894875397,4000,0.5124772894875397,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,202,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,303,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,4000,4000,0.5124772894875395,4000,0.5124772894875395,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,404,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,505,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,4000,4000,0.512477289487539,4000,0.512477289487539,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,606,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,4000,4000,0.512477289487539,4000,0.512477289487539,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,707,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,808,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,4000,4000,0.5124772894875389,4000,0.5124772894875389,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,909,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,4000,4000,0.5124772894875389,4000,0.5124772894875389,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,4,1010,1000,True,24,12,16,0,0.6,0.6,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,4000,4000,0.5124772894875392,4000,0.5124772894875392,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950406940219185,0.0,29.99983392645314,199.99200000000002
HEAT-adapted-L2,2,200,6,101,1000,True,24,12,24,0,0.88,0.6,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,6000,6000,0.5124772894875365,6000,0.5124772894875365,0.6418486865905856,0.3581513134094144,0.056,0.0,52.88090852340232,3194.4002022083323,76.36019210263245,199.99636363636347
