method,period_ms,lines,seed,epochs,defective_region_stratum,images,mean_complete_image_dice,pixel_defect_recall,image_complete_miss_rate
HBTASP-Dynamic,200,4,606,1000,3-4,1128,0.5755933850083568,0.6582067492914858,0.0070921985815602835
HBTASP-Dynamic,200,4,707,1000,3-4,1128,0.5794023474388484,0.6693573031077655,0.0070921985815602835
HBTASP-Dynamic,200,4,707,1000,1,1520,0.425222497114466,0.5421381107381984,0.12631578947368421
HBTASP-Dynamic,200,4,707,1000,2,1352,0.4968170689627302,0.6147304094433624,0.031804733727810654
HBTASP-Dynamic,200,4,808,1000,3-4,1128,0.5773270086552933,0.6644886795475506,0.0070921985815602835
HBTASP-Dynamic,200,4,808,1000,1,1520,0.41555879519341504,0.5255035164353297,0.14210526315789473
HBTASP-Dynamic,200,4,808,1000,2,1352,0.5095264886650785,0.6243558263588236,0.029585798816568046
HBTASP-Dynamic,200,4,909,1000,1,1520,0.4216065156066663,0.5471656856627258,0.12894736842105264
HBTASP-Dynamic,200,4,909,1000,2,1352,0.49308388341194365,0.6103941355519541,0.038461538461538464
HBTASP-Dynamic,200,4,909,1000,3-4,1128,0.5793272271093479,0.6641334152233819,0.0070921985815602835
HBTASP-Dynamic,200,4,1010,1000,1,1520,0.42372619673395107,0.5447466817330883,0.1361842105263158
HBTASP-Dynamic,200,4,1010,1000,3-4,1128,0.5747682932147652,0.6580384212647533,0.0070921985815602835
HBTASP-Dynamic,200,4,1010,1000,2,1352,0.5122142298756213,0.625909220536747,0.023668639053254437
HBTASP-Dynamic,200,6,101,1000,1,2280,0.4031308636813269,0.5365985304617183,0.15964912280701754
HBTASP-Dynamic,200,6,101,1000,3-4,1692,0.5513772637127426,0.6544142756006215,0.0070921985815602835
HBTASP-Dynamic,200,6,101,1000,2,2028,0.48673717424063717,0.6231302348890464,0.047337278106508875
HBTASP-Dynamic,200,6,202,1000,3-4,1692,0.555125007038657,0.6528781315557165,0.0070921985815602835
HBTASP-Dynamic,200,6,202,1000,2,2028,0.4859574108051978,0.6175366535515533,0.04339250493096647
HBTASP-Dynamic,200,6,202,1000,1,2280,0.4042830060879265,0.5352709426070531,0.15087719298245614
HBTASP-Dynamic,200,6,303,1000,2,2028,0.4849409978670574,0.615855769412807,0.05128205128205128
HBTASP-Dynamic,200,6,303,1000,3-4,1692,0.5538780628783506,0.6500294841505107,0.0070921985815602835
HBTASP-Dynamic,200,6,303,1000,1,2280,0.40654571481116875,0.5372277784336543,0.15789473684210525
