configuration,total_regions,completed,expired_waiting,admission_infeasible,deadline_misses,thermal_violations,period_ms,lines,epochs,seed,scheduler,total_mandatory,missed_mandatory,mandatory_dmr,historical_completed_only_dice,historical_coverage_adjusted_dice,historical_mandatory_effective_dice,on_time_completed_regions,historical_weighted_coverage_utility,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,runtime_seconds,release_mode,wcet_scale,mandatory_infeasible,optional_skipped,dispatch_infeasible,budget_mode,network_mode,priority_overhead_ms,all_regions_mandatory,enable_productive_cooling,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count
EDF-Dynamic-Reservation,36000,5776,0,30224,0,0,50,9,1000,707,edf_dynamic_reservation,9000,7856,0.8728888888888889,0.6358602146814621,0.10202023888889238,0.08750328888888906,5776,0.10084219734136711,9000,9000,0.08525673964350228,1866,0.45046661262563137,0.10641877453367118,0.8935812254663288,0.822,0.3652098729821291,0.9751756191253662,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,36000,5788,0,30212,0,0,50,9,1000,808,edf_dynamic_reservation,9000,7844,0.8715555555555555,0.634938009675212,0.10208392222222575,0.08842115555555573,5788,0.10083217604148606,9000,9000,0.08566834317328292,1884,0.449227853278175,0.1060062034578215,0.8939937965421785,0.8191111111111111,0.36355951010489207,0.963470458984375,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,36000,5786,0,30214,0,0,50,9,1000,909,edf_dynamic_reservation,9000,7846,0.8717777777777778,0.634653715865905,0.10200295555555908,0.08826817777777796,5786,0.10119680443302302,9000,9000,0.08562345925618196,1874,0.44718779376376083,0.1063193409479293,0.8936806590520707,0.8217777777777778,0.36156433450757886,1.0361354351043701,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,36000,5772,0,30228,0,0,50,9,1000,1010,edf_dynamic_reservation,9000,7860,0.8733333333333333,0.6352446985447199,0.10185090000000342,0.0871973333333335,5772,0.10080022505807446,9000,9000,0.08505125494967043,1878,0.44631571014364957,0.10442937014066661,0.8955706298593333,0.8222222222222222,0.36126445519397915,0.969348669052124,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,40000,5760,0,34240,0,0,50,10,1000,101,edf_dynamic_reservation,10000,9180,0.918,0.6378826388889071,0.09185510000000262,0.05644880000000011,5760,0.08474276547147377,10000,10000,0.07428105561075969,1880,0.43828275081710694,0.11377911286393372,0.8862208871360663,0.846,0.36400169520634723,1.1028807163238525,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,40000,5800,0,34200,0,0,50,10,1000,202,edf_dynamic_reservation,10000,8840,0.884,0.6343413793103659,0.09197950000000306,0.07985440000000016,5800,0.09250479268652584,10000,10000,0.06949229882130556,1840,0.4037701688434516,0.0804323193168245,0.9195676806831755,0.85,0.33427787002214604,1.1084179878234863,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,40000,5820,0,34180,0,0,50,10,1000,303,edf_dynamic_reservation,10000,8680,0.868,0.6353374570446971,0.09244160000000344,0.09086880000000018,5820,0.09238808990016086,10000,10000,0.08167010195996105,1940,0.455463488220949,0.11774694979439174,0.8822530502056083,0.838,0.37379338626098796,1.1300725936889648,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,40000,5840,0,34160,0,0,50,10,1000,404,edf_dynamic_reservation,10000,8760,0.876,0.6354136986301602,0.09277040000000339,0.08536160000000016,5840,0.09272851880742362,10000,10000,0.08281083632506972,1880,0.46869219171088033,0.1152051701727927,0.8847948298272073,0.834,0.3858813553858106,1.140333890914917,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,40000,5640,0,34360,0,0,50,10,1000,505,edf_dynamic_reservation,10000,8740,0.874,0.6365177304964778,0.08974900000000337,0.08673840000000017,5640,0.09238856130464151,10000,10000,0.070423264192724,1920,0.4163699183061299,0.08991529956476445,0.9100847004352356,0.84,0.3459466541134059,1.1036436557769775,periodic,1.0,,,,,,,,,,,,
EDF-Dynamic-Reservation,40000,5760,0,34240,0,0,50,10,1000,606,edf_dynamic_reservation,10000,8900,0.89,0.636031250000021,0.09158850000000303,0.07572400000000015,5760,0.08913288371640811,10000,10000,0.07553829569397848,1780,0.4769427494935176,0.09242666388395498,0.907573336116045,0.84,0.40140445379953915,1.0978212356567383,periodic,1.0,,,,,,,,,,,,
