treatment,total_regions,mandatory_infeasible,optional_skipped,dispatch_infeasible,expired_waiting,completed,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,period_ms,lines,epochs,seed,budget_mode,network_mode,release_mode,priority_overhead_ms,all_regions_mandatory,mandatory_count,enable_productive_cooling,fixed_voltage_index,enforce_thermal_feasibility,plant_thermal_response_factor,plant_ambient_c,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count,total_mandatory,missed_mandatory,mandatory_service_failure,admitted_mandatory_deadline_violations,historical_completed_only_dice,historical_coverage_adjusted_dice,historical_mandatory_effective_dice,on_time_completed_regions,historical_weighted_coverage_utility,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,runtime_seconds
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,7cf8bd76105a69cbcfa528024b06ba0685b7cf989f92593219acc9df57a75972,100,8,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464202899999839,0.20200634062499498,0.516300000000001,10000,0.28195886611744947,8000,8000,0.21638685118051704,5476,0.4016916167257847,0.23426989488422031,0.7657301051157797,0.478,0.18530476554526765,3.030622720718384
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,cecd2e2b4015e0253a77c84bc8294dc40fcdb67626c85441a4885ac7e1e0a2cf,100,8,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.646424219999984,0.20200756874999498,0.516300000000001,10000,0.28234993225671023,8000,8000,0.21483148016426531,5361,0.4052169129396313,0.22780805467270127,0.7721919453272987,0.484375,0.190385432775366,3.084571599960327
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,bd7b84aea338fe302b0ee7d2c48f979d735627420e20962c2e02d923a38d6eb4,100,8,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464124299999839,0.20200388437499497,0.516300000000001,10000,0.28131434560186747,8000,8000,0.21398866596853583,5389,0.40403165913279954,0.22988599062928436,0.7701140093707156,0.482375,0.1900429931642637,3.057267427444458
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,5ca264925b9e61abe6af384f83d2bd438e28677b091df6a9162c7f00606a3ba8,100,8,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464202899999839,0.20200634062499498,0.516300000000001,10000,0.2809718512000162,8000,8000,0.20822008276993545,5370,0.390377256109193,0.22930155214481046,0.7706984478551895,0.49,0.18215717333925754,3.0605428218841553
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,e0562cda5afacd25e9cea92463a72bba01cebcb83b3a0e2cf87acf3c559f242f,100,8,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464202899999839,0.20200634062499498,0.516300000000001,10000,0.28155525638008666,8000,8000,0.21082511057606257,5298,0.4024436209010948,0.2269121066174219,0.7730878933825781,0.486875,0.19161851032503224,3.1224915981292725
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,b3f7d87e9e930f58c751ea196132bfa7bbd098461be2f291f3de0fd681adfca1,100,8,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464202899999839,0.20200634062499498,0.516300000000001,10000,0.2804554653626952,8000,8000,0.21682343884831684,5457,0.398675091689466,0.2293617903106408,0.7706382096893591,0.479,0.18185165284114918,3.0816562175750732
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,3229d72bc8e3fae88853d8b2ca6a7c360b501109e3ed6d246910f2374674f459,100,8,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464163599999839,0.202005112499995,0.516300000000001,10000,0.282657290211749,8000,8000,0.21417608469128777,5467,0.39648243478381484,0.23275410625128432,0.7672458937487157,0.482,0.18230635009252708,3.1782405376434326
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,27de0289d48909259c3ec73273a30652238c998725af9bca56b9346640409341,100,8,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464124299999839,0.20200388437499497,0.516300000000001,10000,0.2819001011780664,8000,8000,0.21582652930666002,5430,0.39914804716345526,0.23096947395786582,0.7690305260421342,0.48325,0.18332151785679524,3.3827502727508545
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,dc764352a55b9710473d6c335317ee1833e6e0e75afae6c4e03aa4de75f0bf00,100,8,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464163599999839,0.202005112499995,0.516300000000001,10000,0.28205310135016803,8000,8000,0.21711205462468974,5496,0.40183185070169875,0.22843574120319804,0.7715642587968019,0.476,0.184719796077009,3.1334609985351562
histogram_zero,32000,2000,20000,0,0,10000,0,0,8000,8000,2000,0,0,6000,0,0.25,0.0,0.25,3e60c13bb053d2a15d370770980f7254e411ef520a9a5217c622de4cf4d89024,100,8,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,2000,0.25,0,0.6464124299999839,0.20200388437499497,0.516300000000001,10000,0.282371193408938,8000,8000,0.21933462973534854,5408,0.4062895902812889,0.2366149435491163,0.7633850564508837,0.475375,0.18695496054594038,3.1632914543151855
histogram_zero,40000,4000,26000,0,0,10000,0,0,10000,10000,4000,0,0,6000,0,0.4,0.0,0.4,a925780f8b1d683f3eb6d71845f8efaf6bc3b25b7b67acfa41bcb9db8f32d6c4,100,10,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,4000,0.4,0,0.6464202899999839,0.16160507249999598,0.4130400000000008,10000,0.2271748997628606,10000,10000,0.17819243826129696,5932,0.3885495086738688,0.18476021490513023,0.8152397850948698,0.557,0.21035707041257182,4.1945106983184814
histogram_zero,40000,4000,26000,0,0,10000,0,0,10000,10000,4000,0,0,6000,0,0.4,0.0,0.4,7c19c4e792ca4dd66b416e493bc6af1289cd3d367758a27bcc3c2c322e41ad80,100,10,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,4000,0.4,0,0.6464202899999839,0.16160507249999598,0.4130400000000008,10000,0.23005076178067244,10000,10000,0.18703609140732547,5763,0.4212704135995781,0.19469735578922312,0.8053026442107769,0.554,0.23423432219225265,4.1756696701049805
histogram_zero,40000,4000,26000,0,0,10000,0,0,10000,10000,4000,0,0,6000,0,0.4,0.0,0.4,72f4a780a924c370b4e0f79ceff95e6c13e99e499ef58be4b869d68d4f51cd1c,100,10,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,4000,0.4,0,0.6464202899999839,0.16160507249999598,0.4130400000000008,10000,0.22670362702249747,10000,10000,0.16073382209611345,5618,0.3747871739168514,0.1677025508712418,0.8322974491287582,0.598,0.21405335182073795,4.169168949127197
histogram_zero,40000,4000,26000,0,0,10000,0,0,10000,10000,4000,0,0,6000,0,0.4,0.0,0.4,adc4d22cc1b03f53d681c17d2bb0b0520921b513b27c41ce62fcd480deab5955,100,10,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,4000,0.4,0,0.6464202899999839,0.16160507249999598,0.4130400000000008,10000,0.22714620668155414,10000,10000,0.16473602154273648,5649,0.39253201576792257,0.18893479346567205,0.811065206534328,0.5728,0.2277959942251861,4.1508402824401855
histogram_zero,40000,4000,26000,0,0,10000,0,0,10000,10000,4000,0,0,6000,0,0.4,0.0,0.4,72371a6dc2392aa631a2f1a80556a510e93ef225cc1a7e07482cb1ad30663640,100,10,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,4000,0.4,0,0.6464202899999839,0.16160507249999598,0.4130400000000008,10000,0.22886928020849903,10000,10000,0.16273698626663316,5709,0.3827345154436057,0.18128939204096653,0.8187106079590335,0.58,0.21999752917697254,4.168535470962524
histogram_zero,40000,4000,26000,0,0,10000,0,0,10000,10000,4000,0,0,6000,0,0.4,0.0,0.4,903a0f173f46d881f64c89dd6f644e1f36c9438a2dc8bf2dd26576201fbfc42f,100,10,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,4000,0.4,0,0.6464124299999839,0.16160310749999598,0.4130400000000008,10000,0.2276227864621112,10000,10000,0.17255459082764002,5849,0.38139377949747627,0.17242279561798743,0.8275772043820125,0.5688,0.20883918866983625,4.188274145126343
histogram_zero,40000,4000,26000,0,0,10000,0,0,10000,10000,4000,0,0,6000,0,0.4,0.0,0.4,013c9d9f2e8835d1195b690780ad4a7dde5a40c816ed2c5eecc755fd9402198c,100,10,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,4000,0.4,0,0.6464163599999839,0.16160408999999598,0.4130400000000008,10000,0.22856334887909818,10000,10000,0.17851813712622758,5921,0.38642279153697334,0.1901035900689834,0.8098964099310166,0.562,0.20790465441074577,4.139166355133057
histogram_zero,40000,4000,26000,0,0,10000,0,0,10000,10000,4000,0,0,6000,0,0.4,0.0,0.4,4802fffd4eb60a7f490c928b0e7b1988ba6d3b0af4fa286453bae90d24f9aa25,100,10,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,False,1,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,4000,0.4,0,0.646424219999984,0.161606054999996,0.4130400000000008,10000,0.2274107936876682,10000,10000,0.18470946178832404,5890,0.40115590785508054,0.20604507020288657,0.7939549297971135,0.566,0.2164464460667565,4.162845611572266
