time_s,gpu,temperature_c,voltage_v
2.706,1,53.50658637704064,0.88
2.707,1,53.5185553583126,0.88
2.708,1,53.5305182872046,0.88
2.709,1,53.54247516677718,0.88
2.71,1,53.554426000089286,0.88
2.711,1,53.56637079019836,0.88
2.712,1,53.57830954016029,0.88
2.713,1,53.5902422530294,0.88
2.714,1,53.60216893185847,0.88
2.715,1,53.61408957969875,0.88
2.716,1,53.62600419959996,0.88
2.717,1,53.63791279461023,0.88
2.718,1,53.64981536777621,0.88
2.719,1,53.661711922142956,0.88
2.72,1,53.673602460754026,0.88
2.721,1,53.68548698665141,0.88
2.722,1,53.697365502875556,0.88
2.723,1,53.70923801246541,0.88
2.724,1,53.72110451845836,0.88
2.725,1,53.73296502389024,0.88
2.726,1,53.74481953179537,0.88
2.727,1,53.75666804520654,0.88
2.728,1,53.768510567155005,0.88
2.729,1,53.78034710067046,0.88
2.73,1,53.792177648781106,0.88
2.731,1,53.80400221451358,0.88
2.732,1,53.81582080089302,0.88
2.733,1,53.82763341094301,0.88
2.734,1,53.83944004768561,0.88
2.735,1,53.851240714141355,0.88
2.736,1,53.86303541332927,0.88
2.737,1,53.87482414826681,0.88
2.738,1,53.88660692196994,0.88
2.739,1,53.8983837374531,0.88
2.74,1,53.91015459772919,0.88
2.741,1,53.92191950580958,0.88
2.742,1,53.933678464704144,0.88
2.743,1,53.94543147742121,0.88
2.744,1,53.957178546967604,0.88
2.745,1,53.96891967634861,0.88
2.746,1,53.98065486856801,0.88
2.747,1,53.99238412662807,0.88
2.748,1,54.004107453529514,0.88
2.749,1,54.015824852271564,0.88
2.75,1,54.02753632585193,0.88
2.751,1,54.039241877266804,0.88
2.7520000000000002,1,54.050941509510864,0.88
2.753,1,54.06263522557725,0.88
2.754,1,54.074323028457634,0.88
2.755,1,54.08600492114213,0.88
2.7560000000000002,1,54.09768090661936,0.88
2.757,1,54.10935098787644,0.88
2.758,1,54.121015167898975,0.88
2.759,1,54.13267344967104,0.88
2.7600000000000002,1,54.14432583617523,0.88
2.761,1,54.15597233039261,0.88
2.762,1,54.16761293530274,0.88
2.763,1,54.179247653883685,0.88
2.7640000000000002,1,54.19087648911201,0.88
2.765,1,54.202499443962736,0.88
2.766,1,54.21411652140942,0.88
2.767,1,54.225727724424104,0.88
2.7680000000000002,1,54.237333055977324,0.88
2.769,1,54.24893251903811,0.88
2.77,1,54.260526116573985,0.88
2.771,1,54.272113851551005,0.88
2.7720000000000002,1,54.283695726933686,0.88
2.773,1,54.29527174568507,0.88
2.774,1,54.30684191076668,0.88
2.775,1,54.31840622513856,0.88
2.7760000000000002,1,54.329964691759265,0.88
2.777,1,54.34151731358582,0.88
2.778,1,54.35306409357378,0.88
2.779,1,54.3646050346772,0.88
2.7800000000000002,1,54.37614013984864,0.88
2.781,1,54.387669412039166,0.88
2.782,1,54.39919285419836,0.88
2.783,1,54.4107104692743,0.88
2.7840000000000003,1,54.42222226021359,0.88
2.785,1,54.433728229961325,0.88
2.786,1,54.44522838146112,0.88
2.787,1,54.4567227176551,0.88
2.7880000000000003,1,54.4682112414839,0.88
2.789,1,54.47969395588668,0.88
2.79,1,54.4911708638011,0.88
2.791,1,54.50264196816333,0.88
2.7920000000000003,1,54.51410727190809,0.88
2.793,1,54.525566777968564,0.88
2.794,1,54.53702048927649,0.88
2.795,1,54.54846840876211,0.88
2.7960000000000003,1,54.5599105393542,0.88
2.797,1,54.57134688398002,0.88
2.798,1,54.582777445565384,0.88
2.799,1,54.594202227034614,0.88
2.8000000000000003,1,54.60562123131055,0.88
2.801,1,54.61703446131456,0.88
2.802,1,54.628441919966534,0.88
2.803,1,54.63984361018488,0.88
2.8040000000000003,1,54.65123953488654,0.88
2.805,1,54.66262969698697,0.88
2.806,1,54.67401409940015,0.88
2.807,1,54.6853927450386,0.88
2.8080000000000003,1,54.69676563681337,0.88
2.809,1,54.684335197756305,0.6
2.81,1,54.67185293404389,0.6
2.811,1,54.659376982264035,0.6
