metric,mean_paired_difference,ci95_low,ci95_high,p_value,positive_pairs,pairs
thermal_violations,9.1,7.134168244291414,11.065831755708587,2.0979310089846737e-12,48,50
iit_celsius_seconds,0.0023122537452003617,0.0016899053562600295,0.002934602134140694,1.2613726828581004e-09,48,50
peak_temperature_c,0.08709103304560956,0.0728733933683517,0.10130867272286741,1.315618530045124e-16,50,50
deadline_misses,13.36,8.218820683407465,18.501179316592534,3.595970393491207e-06,34,50
mandatory_dmr,0.0008750000000000001,0.0005123633901551136,0.0012376366098448867,1.2964115075579133e-05,24,50
