configuration,period_ms,lines,seed,epochs,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,released_images,completed_images,pre_rejected_images,on_time_completion_rate,deadline_aware_complete_image_dice,deadline_aware_pixel_recall,deadline_aware_image_complete_miss_rate,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s,deadline_aware_image_detection_recall,native_box_recall,native_map50
DeepLabV3-MobileNetV3-Full,200.0,7.0,555.5,1000.0,7000.0,7000.0,1950.0,0.0,0.0,5050.0,0.0,0.2341666666666667,0.0,0.2341666666666667,7000.0,5050.0,1950.0,0.7658333333333333,0.4990417864702299,0.6185976118822228,0.27334166666666665,51.9781887579454,0.0,54.18703483685791,199.95478000000003,,,
YOLOv8n-Full,200.0,7.0,555.5,1000.0,7000.0,7000.0,1650.0,0.0,0.0,5350.0,0.0,0.2016666666666667,0.0,0.2016666666666667,7000.0,5350.0,1650.0,0.7983333333333333,,,0.3485933333333333,50.16211168146643,0.0,52.52290099978764,199.94554,0.6514066666666666,0.468,0.449
