configuration,period_ms,lines,seed,epochs,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,released_images,completed_images,pre_rejected_images,on_time_completion_rate,deadline_aware_complete_image_dice,deadline_aware_pixel_recall,deadline_aware_image_complete_miss_rate,native_metric_family,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s,deadline_aware_image_detection_recall,native_box_recall,native_map50
DeepLabV3-MobileNetV3-Full,250,6,1010,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1aa0e53473839cf6599f2017e9623894e6c65ebd69e79865d87c79f3d88cfee3,6000,6000,0,1.0,0.6519577714832565,0.8109987338497011,0.05,segmentation,50.72591478090571,0.0,51.32451218278299,249.9244,,,
DeepLabV3-MobileNetV3-Full,250,8,101,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,824274f63f4ad435ce0be27e18bade04d4afefe047dd5c7d929350eca57c5938,8000,7000,1000,0.875,0.5721273612407941,0.7262486779852805,0.168,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,202,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,877e432f7748c538b53bd1dde88b913d72318ecf3d88d29a720974eeb3a7b543,8000,7000,1000,0.875,0.5679790568776306,0.699985971044797,0.171,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,303,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,21dc8181f8b39e6204acca69367511a6970816e427abf8d550875f7cc6d412ed,8000,7000,1000,0.875,0.5711848468760009,0.6949948528900843,0.166,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,404,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,8fdc1d42d020359c4ab8bf4f370a302d9d4dbb2943f6bb1ed12a8e0467435b99,8000,7000,1000,0.875,0.5712215630983797,0.7016798313821794,0.165,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,505,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,6c4449b4bbf52a3e4790364ea5ab65a8a311a1717353a154747a90961b38df22,8000,7000,1000,0.875,0.5712051825801884,0.71340460075547,0.169,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,606,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,b55c0f29166a47311ef4e012eefce1ec175f026b5976761cf75c87b6ffb9c24c,8000,7000,1000,0.875,0.5732765500434638,0.6945477726725678,0.166,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,707,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,54a267e5d276bba602d7213f6306f93d4ef6cef92b447cd089df21050f0305c7,8000,7000,1000,0.875,0.5749229180977771,0.7220493880218605,0.169,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,808,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,0ee9f61a32f1ea364af1fc9f34306112279094e02bd11fcbeed0c92f6550b487,8000,7000,1000,0.875,0.569412641299541,0.7156016324032928,0.167,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,909,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,ec146ac1f612944ead2f63534776bdc534220f9d9d8ba91b6893e4701418194b,8000,7000,1000,0.875,0.5718635844587061,0.7266420986855396,0.17,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,8,1010,1000,8000,8000,1000,0,0,7000,0,0.125,0.0,0.125,c89be7e857479236ed24218abdcd9ed1102d371e02efd647b92ce48ba172ed07,8000,7000,1000,0.875,0.5678087729975454,0.7000441640082127,0.171,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,101,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,0ba81b0b286b515c256f49926989b3275127e44792feb7a97ff0b64cdabcf70b,10000,7000,3000,0.7,0.4540654925924888,0.5023257815187226,0.34,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,202,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,a1e9108da44ec87b20efc4ab426ef1b3252dcf1fa8f59dd07aa1c5b54e3e3cc0,10000,7000,3000,0.7,0.45684074964829724,0.596141081174156,0.34,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,303,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,f0517cd0d3a669b814af33433aa61bb92b74f927f64a2baffd4eab061c30b755,10000,7000,3000,0.7,0.4495125605862844,0.5608323769822596,0.338,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,404,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,7dd980df64f2db7b3cbab5fe65742952daba729bd83f0d27995e7877c2cfe75f,10000,7000,3000,0.7,0.4550500710129608,0.5749714537138032,0.334,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,505,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,67531a77520e5752ab28be81fe8900ac609b58dee06a3bdc1227005107866df3,10000,7000,3000,0.7,0.45512535821675776,0.5546574111829896,0.338,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,606,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,79543bc2e40a30415afb26dd3d215477e4e96325ff190b64e7af83547b4a231a,10000,7000,3000,0.7,0.45387790031914355,0.5432619760665365,0.34,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,707,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,484edccb0b3c0baede2e4776eee187a3100d69055addaae22fb0995b4fe03153,10000,7000,3000,0.7,0.4533423755866925,0.5637373268542969,0.342,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,808,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,09c62557c9cf516c22f0d3ba647f160684cfcbfcc877aababc4543115c2647ec,10000,7000,3000,0.7,0.45891964514336686,0.5720067447787682,0.342,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,909,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,a5fb040151b61b434638f1a36ac6bb1eba943924db905cd7b360addbbf1aa903,10000,7000,3000,0.7,0.4504772541021196,0.5781669562714499,0.336,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,250,10,1010,1000,10000,10000,3000,0,0,7000,0,0.3,0.0,0.3,b8abf9f9e6c629404a5f37ed7b1da76055f4ec7620a7b02b26b471cee9f7876e,10000,7000,3000,0.7,0.46367619263017534,0.5695027988260187,0.342,segmentation,53.32052738364351,0.0,56.36818479445114,249.968,,,
DeepLabV3-MobileNetV3-Full,300,4,101,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,ee2a73fa209efec07a39879a85d70230a88c8f2d45691f743d41c058b4027473,4000,4000,0,1.0,0.6519577714832555,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,202,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,e4e7b20fee02c6f886254a0365bd76a23a32cef7a86efc46f34e149bcdb231c1,4000,4000,0,1.0,0.6519577714832557,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,303,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,6d70599d984998f05185f42d67045c75a64f0348ddfe434b2b0f00817724a9db,4000,4000,0,1.0,0.6519577714832561,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,404,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,6b6e751c9a9bf781bf42c0ed52fc922d36941921011760c22f17f365bc80f72a,4000,4000,0,1.0,0.6519577714832558,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,505,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,d867b6d7a34c5e619b9bd152e54115f2ee967cad73e96e80a1347bc5f8b6bc5f,4000,4000,0,1.0,0.6519577714832557,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,606,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,8facb464fffd5313c23491e1c18b7f067217811d956db938824278a472e69afb,4000,4000,0,1.0,0.6519577714832561,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,707,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,e993a29743f8349799726970c2de4bb0931e9e66c59e65cb76915052065d8c1e,4000,4000,0,1.0,0.6519577714832554,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,808,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,9ae13ab4814224ae1f6fc465b30a4ab5703184214975c19679e60caefe3c6b7e,4000,4000,0,1.0,0.6519577714832555,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,909,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,17be3fbc6819f88f532871d088f0305ca520eedb9eac227d37f3b4e5fc829d2b,4000,4000,0,1.0,0.6519577714832548,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,4,1010,1000,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,c71ac588d56d2dee624864060c8b95db9446ab89a2effe6e67ae7d0119cb2bce,4000,4000,0,1.0,0.6519577714832545,0.8109987338497011,0.05,segmentation,40.79838736631711,0.0,43.64107910775938,299.83080000000007,,,
DeepLabV3-MobileNetV3-Full,300,6,101,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,31c80942ec20e935ce10c08dfa8a2959f90280dba356ca2cd8fbca9376b2dadd,6000,6000,0,1.0,0.6519577714832572,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,202,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,d7851597774a605604ebf73938763dce8d1e11abff030f300724dd990126ccb6,6000,6000,0,1.0,0.6519577714832573,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,303,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,d309cac97d597506dcd64beaa181834fcf2ddaafa997ea5ddef9aca566eb8d05,6000,6000,0,1.0,0.6519577714832574,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,404,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,24ed4389f3e1fc60dfadb819e67e8a32300e323cf419e63fe7098b29c23ab47e,6000,6000,0,1.0,0.6519577714832574,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,505,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1e4fc8c6810c95bef3454fcdf78934f60337a72d35c33746ddd5c8c57b6dbdb7,6000,6000,0,1.0,0.6519577714832573,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,606,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,453d61506ff7923419cd08a790fd54fa482a2100113b7cbce55da22c93bf47bf,6000,6000,0,1.0,0.6519577714832574,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,707,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,942fab951a766873dd008b547dd1d5bdabba490ef6b5d4a6bdb805e9cbaad49b,6000,6000,0,1.0,0.6519577714832571,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,808,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,49e4022570189fd93c6197472336a0f23c2ae77f3ad9574c7728fcee091887b8,6000,6000,0,1.0,0.6519577714832572,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,909,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,6147538d7fc886c59475a5f554bb7f017e8f657661e5686ef358330ef46b7483,6000,6000,0,1.0,0.6519577714832567,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,6,1010,1000,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1aa0e53473839cf6599f2017e9623894e6c65ebd69e79865d87c79f3d88cfee3,6000,6000,0,1.0,0.6519577714832565,0.8109987338497011,0.05,segmentation,47.29555299585779,0.0,47.99126155129463,299.8744000000001,,,
DeepLabV3-MobileNetV3-Full,300,8,101,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,2f760f00c587ced67e46c48ae99c7be3fb2c4ac43e9298cc27ea3d33356417ca,8000,8000,0,1.0,0.6519577714832576,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,202,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f8ed4e75361905e9de47b98ea489a5118548d2992d4511e3f7ae07da19487988,8000,8000,0,1.0,0.6519577714832577,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,303,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,391785b46dee2793ffcf53ace4e97ee9d608b263a533ff5c4288928b6416fa72,8000,8000,0,1.0,0.651957771483258,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,404,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,fcf874c41284f6c9edb412e56e7f5cf551b34a9f56ec9d3cf1d24c6cb39702f3,8000,8000,0,1.0,0.6519577714832583,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,505,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a76ee45eb73d2eefe4867a7e2149c096bdf7cc44e0ab2a5f576dec99142117e5,8000,8000,0,1.0,0.6519577714832577,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,606,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,21fbf6ccf6b7a3ee6108da6bc94e8e5406d9986306d3b5bed54cb50517849aea,8000,8000,0,1.0,0.6519577714832582,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,707,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,770f9be61410e1e5fb24adfd6f860476492dd5b584c6f7e979453b8ca463c718,8000,8000,0,1.0,0.6519577714832578,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,808,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,1fc5a1f5b9cbcbdfbcca747e742d8ac4f818ddeab0f7b027ca6ccb1da16ca030,8000,8000,0,1.0,0.6519577714832571,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,909,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,ee3e2350b3ce583cebd799b311d123b5804ec43375eb19ff9d951c0c3dd8b2bd,8000,8000,0,1.0,0.6519577714832573,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,8,1010,1000,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,c07fcf3c306ac5e0995f332eaf8d2f552d8bf3ec784d53becfcb848bef19c2a9,8000,8000,0,1.0,0.6519577714832575,0.8109987338497011,0.05,segmentation,53.525201151727686,0.0,56.40904407870664,299.9616,,,
DeepLabV3-MobileNetV3-Full,300,10,101,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,cebfc15cba26a45f5d5c261e2da753d64f8692327545561af080f161b194cef3,10000,9000,1000,0.9,0.5863498077732707,0.7075580213106588,0.148,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,202,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,72798cb7b4c9fcbc1df766fc64a43013f830cdd36829d4b70d44b91110ac79bf,10000,9000,1000,0.9,0.5871387709720399,0.728399509695434,0.148,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,303,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,7fd7952187da31ddd000491d2ca2938f49c23d69dd769f981471b49b780c62d6,10000,9000,1000,0.9,0.5823714937299282,0.7137175733929901,0.148,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,404,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,189cfdd05b6a098bf5581bea223a4e8b26c1aa3185c74495bd053a07cb98dd74,10000,9000,1000,0.9,0.5823900238638154,0.7087052304676266,0.144,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,505,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,ce83c13c0aafe9086362489e79b778cfee54e8f7b4486a24148286ee9d76c995,10000,9000,1000,0.9,0.5889372424200218,0.7069450169637433,0.146,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,606,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,06d3eae229b7e3a523ed679837d73779fee445bcea8c16a89094d2b80ae8d720,10000,9000,1000,0.9,0.5873219832071032,0.7240470716781524,0.146,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,707,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,74d7136d98671fa53c3679ad3cda3d31883658b0a9f3a99a0c42c77dd3ade60b,10000,9000,1000,0.9,0.5870487505978693,0.7414421518669844,0.148,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,808,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,1cd08872d83e0f31ca71a01faafed97d28715253ac2079a37af545b89ef92b23,10000,9000,1000,0.9,0.588647661860497,0.7415338099056787,0.148,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,909,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,039fdeda28b3ead7d1373cccb253c5539ce784267ac7bfb9c48dc3c9019cf8e2,10000,9000,1000,0.9,0.5826830185616207,0.7366149383974729,0.146,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
DeepLabV3-MobileNetV3-Full,300,10,1010,1000,10000,10000,1000,0,0,9000,0,0.1,0.0,0.1,aadc90a5fefda31628e27139a9a80c374dab05623b9251b694d0ab14a1dbf0cc,10000,9000,1000,0.9,0.5907385153334349,0.7339812534582982,0.144,segmentation,55.95615692576167,0.0,56.40904407872062,299.96160000000015,,,
YOLOv8n-Full,100,4,101,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,b8dc561e2538c7af3ed38106dcf8e6e52bd5608a477b309f2a2c4ab634823097,4000,3000,1000,0.75,,,0.378,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.622,0.468,0.449
YOLOv8n-Full,100,4,202,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,35d809b60c214f1f274805e2a5b8745df2517c03b1925e744cba0248ac6054f3,4000,3000,1000,0.75,,,0.4,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.6,0.468,0.449
YOLOv8n-Full,100,4,303,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,8d65bbc19a6fd57b7d766176eccfacbca9db323ed03b98b6aa8c2f0710b6fe57,4000,3000,1000,0.75,,,0.386,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.614,0.468,0.449
YOLOv8n-Full,100,4,404,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,dabb0c29b24f8357a27a29a57aee1b3f56388828996aac9b407627dfd2ee508f,4000,3000,1000,0.75,,,0.392,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.608,0.468,0.449
YOLOv8n-Full,100,4,505,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,80dafb91f7e1e062709fb9e081cccc100cd52e75b585c1352a728717678e8524,4000,3000,1000,0.75,,,0.396,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.604,0.468,0.449
YOLOv8n-Full,100,4,606,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,164e7f2590273604508384df48e76338a231cafc846ac7978f45bd56bc856ba2,4000,3000,1000,0.75,,,0.39,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.61,0.468,0.449
YOLOv8n-Full,100,4,707,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,cd696d7e4f5dc03a2aed795940116fdea5af8ea1d9d9c9c37ebec248640f15a6,4000,3000,1000,0.75,,,0.388,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.612,0.468,0.449
YOLOv8n-Full,100,4,808,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,7f6c5a27da22115424da990693fa8380ef8a4e7aa0f4bcca74cf54f575774f70,4000,3000,1000,0.75,,,0.384,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.616,0.468,0.449
YOLOv8n-Full,100,4,909,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,c8e842697fdd3575110acff4e13bc4b8023f3600191b27067d9dc60f7670ab2f,4000,3000,1000,0.75,,,0.386,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.614,0.468,0.449
YOLOv8n-Full,100,4,1010,1000,4000,4000,1000,0,0,3000,0,0.25,0.0,0.25,63d31a4c55d4e9b4dbf34b7085bc5d5cb071ef25a1e3bf82d36110a3d37dc66e,4000,3000,1000,0.75,,,0.384,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.616,0.468,0.449
YOLOv8n-Full,100,6,101,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,0ad3d390a0ffa0cdee26a29e23a8e48d7e35a77c50912d6ec274652c09ed6438,6000,3000,3000,0.5,,,0.5893333333333334,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.4106666666666667,0.468,0.449
YOLOv8n-Full,100,6,202,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,41180723d69830ac987b41bc9cfe92faf09b487321523ffcd4ad7c831117fa80,6000,3000,3000,0.5,,,0.596,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.404,0.468,0.449
YOLOv8n-Full,100,6,303,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,3bbdcbd0abbdc78daf408f7937665b27c7b712bcb05a6a7b1b7a5ea6238a5b73,6000,3000,3000,0.5,,,0.5966666666666667,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.4033333333333333,0.468,0.449
YOLOv8n-Full,100,6,404,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,a1eb9a9c56a7b6d2fff1a0f2d649b1b9802006af951cb388dab023daf3896f52,6000,3000,3000,0.5,,,0.598,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.402,0.468,0.449
YOLOv8n-Full,100,6,505,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,b9c8f58eca27577b87fa81d8b6cbd14ebc4c0b6fcec5137bbd3e1e268bffe43a,6000,3000,3000,0.5,,,0.5913333333333334,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.4086666666666667,0.468,0.449
YOLOv8n-Full,100,6,606,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,024208000f09078dfeb85e6d56d5e1410060e74357d631298bbb84936f99cde6,6000,3000,3000,0.5,,,0.592,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.408,0.468,0.449
YOLOv8n-Full,100,6,707,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,0622e230c93ed53581e6135e0050241d9d0f1454ccd3406a79d0451c9f121742,6000,3000,3000,0.5,,,0.5926666666666667,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.4073333333333333,0.468,0.449
YOLOv8n-Full,100,6,808,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,6e6e0927934c8684aa82aaa613e4de0d94fdc875c66c659466c9f46d614a4285,6000,3000,3000,0.5,,,0.5926666666666667,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.4073333333333333,0.468,0.449
YOLOv8n-Full,100,6,909,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,ad9608ab1bba770d28ff816cb42e26c9904ceddaa2a37b4ce9fcc26263c28777,6000,3000,3000,0.5,,,0.592,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.408,0.468,0.449
YOLOv8n-Full,100,6,1010,1000,6000,6000,3000,0,0,3000,0,0.5,0.0,0.5,2f14512ec057937f124225c77f23ea951203b0bb8f55bf25097e91672b780f17,6000,3000,3000,0.5,,,0.592,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.408,0.468,0.449
YOLOv8n-Full,100,8,101,1000,8000,8000,5000,0,0,3000,0,0.625,0.0,0.625,a65a7dfe6e0cce2e97c44d40dfcde930d90067b25928aa45f3bd2ea486531c86,8000,3000,5000,0.375,,,0.689,box_detection,52.4292201725871,0.0,53.115205205951746,99.97660000000002,0.311,0.468,0.449
