total_regions,mandatory_infeasible,optional_skipped,dispatch_infeasible,expired_waiting,completed,deadline_misses,thermal_violations,period_ms,lines,epochs,seed,budget_mode,network_mode,release_mode,priority_overhead_ms,all_regions_mandatory,enable_productive_cooling,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count,pre_execution_rejections,pre_execution_rejection_ratio,admitted_deadline_violations,admitted_deadline_violation_ratio,fully_accepted_images,full_image_on_time_acceptance,peak_modeled_temperature,mean_voltage,historical_completed_only_dice,historical_coverage_adjusted_dice,historical_mandatory_effective_dice,on_time_completed_regions,historical_weighted_coverage_utility,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,runtime_seconds,hardware_input_gpu0,hardware_input_gpu1,simulation_host
24000,20000,0,0,0,4000,0,0,70,6,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,20000,0.8333333333333334,0,0.0,1000,0.16666666666666666,59.999860570358685,0.8434675000000592,0.6884000000000013,0.11473333333333356,0.11473333333333356,4000,0.11473333333333435,6000,6000,0.08310272588881132,1000,0.4986163553328679,0.10181636504275603,0.898183634957244,0.8413333333333334,0.41551362944405656,0.4942498207092285,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
24000,20000,0,0,0,4000,0,0,70,6,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,20000,0.8333333333333334,0,0.0,1000,0.16666666666666666,59.999950241076874,0.8434400000000591,0.6884000000000013,0.11473333333333356,0.11473333333333356,4000,0.11473333333333408,6000,6000,0.0834412679302604,1000,0.5006476075815623,0.11469547344742725,0.8853045265525727,0.844,0.41720633965130194,0.3993246555328369,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
24000,20000,0,0,0,4000,0,0,70,6,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,20000,0.8333333333333334,0,0.0,1000,0.16666666666666666,59.99986888845553,0.8433475000000591,0.6884000000000013,0.11473333333333356,0.11473333333333356,4000,0.11473333333333417,6000,6000,0.08106457500960411,1000,0.4863874500576246,0.10874006381938223,0.8912599361806177,0.8433333333333334,0.4053228750480205,0.4181852340698242,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
24000,20000,0,0,0,4000,0,0,70,6,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,20000,0.8333333333333334,0,0.0,1000,0.16666666666666666,59.999999810745976,0.8434075000000592,0.6884000000000013,0.11473333333333356,0.11473333333333356,4000,0.11473333333333419,6000,6000,0.08065371034248878,1000,0.48392226205493266,0.10307963042137998,0.89692036957862,0.8426666666666667,0.4032685517124439,0.41830921173095703,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.9999285223691,0.8434000000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285797,7000,7000,0.07069792865693666,1000,0.4948855005985566,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.42418757194161993,0.44510626792907715,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.99989124424471,0.8433800000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285784,7000,7000,0.07069792865693672,1000,0.49488550059855707,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.4241875719416204,0.4581022262573242,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.999951515743874,0.8434200000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285786,7000,7000,0.0706979286569367,1000,0.4948855005985569,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.4241875719416202,0.4305684566497803,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.99997778896561,0.8433600000000592,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285797,7000,7000,0.07069792865693673,1000,0.4948855005985571,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.4241875719416204,0.41802215576171875,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.99999580143616,0.8433800000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285773,7000,7000,0.07069792865693678,1000,0.4948855005985574,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.4241875719416206,0.41115546226501465,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.99997577331437,0.8433875000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285804,7000,7000,0.07069792865693676,1000,0.4948855005985573,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.42418757194162054,0.4432046413421631,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.999799502752325,0.8433800000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285779,7000,7000,0.0706979286569367,1000,0.4948855005985569,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.4241875719416202,0.4220902919769287,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.999876265338884,0.8433275000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285797,7000,7000,0.07069792865693673,1000,0.4948855005985571,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.4241875719416204,0.40778279304504395,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.9998159390011,0.8433800000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285798,7000,7000,0.07069792865693678,1000,0.4948855005985574,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.4241875719416206,0.41179752349853516,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
28000,24000,0,0,0,4000,0,0,70,7,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,24000,0.8571428571428571,0,0.0,1000,0.14285714285714285,59.99992926133302,0.8433800000000591,0.6884000000000013,0.09834285714285733,0.09834285714285733,4000,0.09834285714285797,7000,7000,0.07069792865693675,1000,0.49488550059855724,0.09024973836422454,0.9097502616357754,0.8665714285714285,0.4241875719416205,0.4127073287963867,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.999981643807516,0.8434125000000592,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000076,8000,8000,0.06271354070732203,1000,0.5017083256585763,0.06317316008645199,0.936826839913548,0.882,0.4389947849512542,0.4550793170928955,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.9999460475843,0.8434725000000592,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000106,8000,8000,0.06301192671519278,1000,0.5040954137215422,0.07515909717161591,0.924840902828384,0.885,0.4410834870063494,0.467348575592041,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.99921977130691,0.8433275000000591,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000024,8000,8000,0.06080383971862542,1000,0.48643071774900337,0.06303138686113337,0.9369686131388666,0.886,0.42562687803037796,0.4668443202972412,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.999733921262816,0.8434000000000591,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000088,8000,8000,0.05945263134483685,1000,0.4756210507586948,0.06875065889518599,0.931249341104814,0.887,0.41616841941385796,0.47603750228881836,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.999861804146164,0.8433675000000592,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000058,8000,8000,0.06003395796035335,1000,0.4802716636828268,0.06885381540186404,0.9311461845981359,0.882,0.42023770572247343,0.460172176361084,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.99957845933834,0.8434400000000591,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000075,8000,8000,0.05948994584808209,1000,0.47591956678465674,0.0667885833978113,0.9332114166021888,0.883,0.41642962093657465,0.4482583999633789,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.99993723955416,0.8434475000000592,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000072,8000,8000,0.06204495841949999,1000,0.4963596673559999,0.06806994134792213,0.9319300586520779,0.88,0.4343147089364999,0.44362330436706543,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.99977391643452,0.8434075000000592,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.0860500000000007,8000,8000,0.06252931936082747,1000,0.5002345548866197,0.08824954659356443,0.9117504534064356,0.882,0.43770523552579227,0.44190168380737305,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.99998152222693,0.8433925000000592,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000075,8000,8000,0.06392041397584568,1000,0.5113633118067654,0.07894040339922738,0.9210595966007726,0.882,0.44744289783091973,0.44773268699645996,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
32000,28000,0,0,0,4000,0,0,70,8,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,28000,0.875,0,0.0,1000,0.125,59.99976782976987,0.8433675000000592,0.6884000000000013,0.08605000000000017,0.08605000000000017,4000,0.08605000000000064,8000,8000,0.06004864408662143,1000,0.48038915269297144,0.08335309503726947,0.9166469049627305,0.883,0.42034050860635,0.460827112197876,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99983050050347,0.8432750000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888888991,9000,9000,0.0549872778442841,1000,0.4948855005985569,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.4398982227542728,0.4728696346282959,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99995783586306,0.8433275000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888888983,9000,9000,0.05498727784428413,1000,0.4948855005985571,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.439898222754273,0.47215819358825684,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99999807261251,0.8433075000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888889,9000,9000,0.05498727784428415,1000,0.49488550059855735,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.4398982227542732,0.48446130752563477,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99993705335778,0.8434800000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888888972,9000,9000,0.0549872778442841,1000,0.4948855005985569,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.4398982227542728,0.4977142810821533,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99987232066195,0.8434275000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888888991,9000,9000,0.05498727784428414,1000,0.49488550059855724,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.4398982227542731,0.48570775985717773,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99999688875747,0.8434075000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888888973,9000,9000,0.05498727784428416,1000,0.4948855005985574,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.43989822275427326,0.4870791435241699,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99989442007735,0.8434400000000591,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888889,9000,9000,0.05498727784428412,1000,0.49488550059855707,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.4398982227542729,0.4796624183654785,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99983954719476,0.8434475000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888888992,9000,9000,0.054987277844284116,1000,0.494885500598557,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.4398982227542729,0.5274438858032227,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.9999917949127,0.8433600000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888888979,9000,9000,0.054987277844284095,1000,0.49488550059855685,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.43989822275427276,0.48570680618286133,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
36000,32000,0,0,0,4000,0,0,70,9,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,32000,0.8888888888888888,0,0.0,1000,0.1111111111111111,59.99999469528018,0.8434000000000592,0.6884000000000013,0.07648888888888904,0.07648888888888904,4000,0.07648888888889012,9000,9000,0.05498727784428413,1000,0.4948855005985571,0.07019424094995241,0.9298057590500476,0.8962222222222223,0.439898222754273,0.5213663578033447,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.999959422900545,0.8434400000000591,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000112,10000,10000,0.0534765710657943,1000,0.534765710657943,0.06494095680936389,0.9350590431906362,0.902,0.4812891395921487,0.5348374843597412,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.99999894459163,0.8433350000000591,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.0688400000000012,10000,10000,0.050247792958008776,1000,0.5024779295800877,0.08798940921036352,0.9120105907896365,0.906,0.45223013662207895,0.532977819442749,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.9999908411964,0.8432875000000591,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000087,10000,10000,0.047727589693456085,1000,0.47727589693456085,0.04492653385647653,0.9550734661435235,0.906,0.42954830724110477,0.5144877433776855,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.999917679889336,0.8433200000000591,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000152,10000,10000,0.04833366140110362,1000,0.4833366140110362,0.05656141735638929,0.9434385826436107,0.904,0.4350029526099326,0.5343148708343506,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.9998055039285,0.8434075000000592,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000136,10000,10000,0.04544707595063267,1000,0.4544707595063267,0.051205356785921856,0.9487946432140781,0.908,0.409023683555694,0.5215854644775391,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.99993640629726,0.8434400000000591,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000152,10000,10000,0.04770846732807562,1000,0.4770846732807562,0.06555470299292346,0.9344452970070766,0.906,0.4293762059526806,0.5520145893096924,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.99999632360431,0.8434525000000591,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000129,10000,10000,0.05624848803959976,1000,0.5624848803959976,0.07731949033184908,0.922680509668151,0.9,0.5062363923563978,0.5497798919677734,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.99994454308199,0.8433425000000592,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000057,10000,10000,0.05246787786302808,1000,0.5246787786302808,0.07512126350276635,0.9248787364972336,0.908,0.4722109007672527,0.5277349948883057,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.99999628041532,0.8434000000000591,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000134,10000,10000,0.05158304209003813,1000,0.5158304209003813,0.059863167406731144,0.9401368325932689,0.906,0.4642473788103432,0.5029902458190918,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
40000,36000,0,0,0,4000,0,0,70,10,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,36000,0.9,0,0.0,1000,0.1,59.99988221868199,0.8433425000000592,0.6884000000000013,0.06884000000000014,0.06884000000000014,4000,0.06884000000000126,10000,10000,0.05090649359387155,1000,0.5090649359387156,0.05631974346299731,0.9436802565370027,0.906,0.45815844234484404,0.5149855613708496,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.99982601818884,0.8361740000000758,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.22198701784358252,4000,4000,0.15054971958042238,1544,0.4530821644392694,0.1640820665854438,0.8359179334145562,0.682,0.302532444858847,0.3695075511932373,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.99982601818884,0.8363460000000738,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.22107470113005762,4000,4000,0.15618167567192134,1528,0.4690547429040199,0.17964637636290848,0.8203536236370915,0.682,0.3128730672320985,0.3998701572418213,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.99982601818884,0.8360120000000754,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.2221971944859591,4000,4000,0.1556686551866885,1584,0.4447425172871611,0.1677577847307104,0.8322422152692897,0.676,0.2890738621004726,0.35807085037231445,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.99982601818884,0.8361360000000752,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.2219939493351295,4000,4000,0.14284430915614066,1528,0.4147330454391822,0.15772592779242356,0.8422740722075764,0.7,0.27188873628304155,0.3573000431060791,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.999912245086136,0.8361940000000763,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.22230560203445313,4000,4000,0.15488369452758802,1576,0.44368802102403737,0.16905781223636465,0.8309421877636354,0.666,0.2888043264964494,0.3514213562011719,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.99982601818884,0.8361680000000757,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.22279232439920596,4000,4000,0.14233205959739423,1528,0.4144474829320015,0.15136970657310952,0.8486302934268904,0.696,0.27211542333460725,0.3571460247039795,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.99982601818884,0.8362160000000746,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.22192170276911402,4000,4000,0.1507336294089598,1536,0.4442589944811046,0.16957322385143286,0.8304267761485671,0.674,0.29352536507214483,0.3564457893371582,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.99994027332211,0.8361820000000746,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.22166224381851693,4000,4000,0.14692883955007588,1504,0.4201733383837058,0.19798424850010934,0.8020157514998907,0.694,0.2732444988336299,0.3510277271270752,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.9998318623304,0.8360520000000757,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.22158273007190274,4000,4000,0.15475813411398992,1520,0.46200249676975047,0.19061533783529264,0.8093846621647074,0.68,0.30724436265576055,0.37532615661621094,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
16000,11000,0,0,0,5000,0,0,80,4,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,True,True,0.0,0.0,0.0,0,11000,0.6875,0,0.0,1000,0.25,59.99982601818884,0.8359560000000763,0.6884000000000013,0.21512500000000043,0.21512500000000043,5000,0.22386256338542587,4000,4000,0.14477801010112684,1504,0.43330446630779834,0.19333894986099218,0.8066610501390078,0.698,0.2885264562066715,0.3644242286682129,T4_measured_input,degraded_T4_simulation_input,T4_execution_environment
