configuration,period_ms,lines,seed,epochs,total_regions,mandatory_infeasible,optional_skipped,dispatch_infeasible,expired_waiting,completed,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,budget_mode,network_mode,release_mode,priority_overhead_ms,all_regions_mandatory,enable_productive_cooling,fixed_voltage_index,enforce_thermal_feasibility,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count,historical_completed_only_dice,historical_coverage_adjusted_dice,historical_mandatory_effective_dice,on_time_completed_regions,historical_weighted_coverage_utility,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s,admission_infeasible,scheduler,early_exit
ESATD-L3,200,10,707,1000,40000,,,,0,18896,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,,,periodic,,,,,,,,,,0.6440999999999852,0.30427283999999305,0.6441000000001469,18896,0.35978743712152417,10000,10000,0.31448626998148316,8189,0.47212677736860276,0.31514378731180737,0.6848562126881926,0.3265,0.1576405073871196,34.47406465578,0.0,36.884533656267486,200.00939154572274,21104,ESATD-L3,False
ESATD-L3,200,10,808,1000,40000,,,,0,18896,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,,,periodic,,,,,,,,,,0.6440999999999852,0.30427283999999305,0.6441000000001469,18896,0.3631439674381995,10000,10000,0.31505561329798326,8224,0.46638617903853014,0.32528727830108856,0.6747127216989115,0.3405,0.15133056574054687,34.47406465578,0.0,36.884533656267486,200.00939154572274,21104,ESATD-L3,False
ESATD-L3,200,10,909,1000,40000,,,,0,18896,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,,,periodic,,,,,,,,,,0.6440999999999852,0.30427283999999305,0.6441000000001469,18896,0.36139457829930194,10000,10000,0.31329949399625406,8280,0.4632889454984561,0.3200524915366742,0.6799475084633257,0.3379,0.14998945150220205,34.47406465578,0.0,36.884533656267486,200.00939154572274,21104,ESATD-L3,False
ESATD-L3,200,10,1010,1000,40000,,,,0,18896,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,,,periodic,,,,,,,,,,0.6440999999999852,0.30427283999999305,0.6441000000001469,18896,0.36069536649405337,10000,10000,0.3240211988641,8302,0.47971700468330175,0.3245910440040188,0.6754089559959813,0.3124,0.15569580581920173,34.47406465578,0.0,36.884533656267486,200.00939154572274,21104,ESATD-L3,False
ESATD-L3,250,4,101,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000018,4000,4000,0.5365712329758283,4000,0.5365712329758283,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,202,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000018,4000,4000,0.5365712329758271,4000,0.5365712329758271,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,303,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.644100000000003,4000,4000,0.5365712329758282,4000,0.5365712329758282,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,404,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000022,4000,4000,0.5365712329758273,4000,0.5365712329758273,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,505,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000021,4000,4000,0.536571232975828,4000,0.536571232975828,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,606,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000017,4000,4000,0.5365712329758265,4000,0.5365712329758265,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,707,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000012,4000,4000,0.5365712329758282,4000,0.5365712329758282,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,808,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000023,4000,4000,0.5365712329758269,4000,0.5365712329758269,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,909,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000002,4000,4000,0.5365712329758268,4000,0.5365712329758268,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,4,1010,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.644100000000003,4000,4000,0.5365712329758273,4000,0.5365712329758273,0.6530537993946778,0.3469462006053222,0.056,0.0,29.960282908122807,0.0,29.999833926453096,249.93040000000005,0,ESATD-L3,False
ESATD-L3,250,6,101,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6367093568282173,6000,6000,0.5334018175103984,5995,0.5361118404568223,0.6474784436695823,0.3525215563304177,0.059166666666666666,0.0027100229464238623,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,202,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6368117487039734,6000,6000,0.5335764478281856,5991,0.536571833628946,0.6467559909422296,0.3532440090577704,0.058666666666666666,0.0029953858007604195,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,303,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.636582199836083,6000,6000,0.5331824078164006,5998,0.5354858166454318,0.6459658524899596,0.35403414751004036,0.0585,0.0023034088290312393,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,404,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6367743258950594,6000,6000,0.5328706037420441,5991,0.5358136922352866,0.6454345875510524,0.35456541244894757,0.059666666666666666,0.0029430884932425405,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,505,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6369794669800299,6000,6000,0.5338942690039111,5996,0.5364824162942462,0.646983027299616,0.353016972700384,0.057833333333333334,0.0025881472903350744,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,606,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6368786586125035,6000,6000,0.5327922693005964,5995,0.535508221952104,0.6468132428721244,0.3531867571278756,0.058666666666666666,0.0027159526515075916,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,707,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6369141888296987,6000,6000,0.5335649981792414,5994,0.5363455659126212,0.6457937326508106,0.35420626734918936,0.057833333333333334,0.0027805677333797574,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,808,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6368780767641523,6000,6000,0.5326275942707306,5991,0.5357171911390302,0.6465858493341315,0.35341415066586845,0.059833333333333336,0.003089596868299571,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,909,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6366765636556359,6000,6000,0.5332600225529524,5994,0.5362308000300311,0.6470666075615189,0.3529333924384811,0.058333333333333334,0.0029707774770787454,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,6,1010,1000,24000,,,,0,23667,2000,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,,,periodic,,,,,,,,,,0.6440999999998926,0.6351631124998941,0.6440999999999819,23667,0.6368468873952029,6000,6000,0.5333878421386152,5993,0.5362474937670656,0.646946065975709,0.35305393402429097,0.058333333333333334,0.002859651628450366,34.699733499867165,0.0,37.22584390490565,250.01979610391484,333,ESATD-L3,False
ESATD-L3,250,8,101,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.5052998347520528,8000,8000,0.42840784502631185,7331,0.5046897003810594,0.48566482081224355,0.5143351791877564,0.19,0.07628185535474757,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,202,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.5038674869375481,8000,8000,0.42633245999862684,7341,0.5066436043930723,0.4868573850373692,0.5131426149626308,0.189,0.08031114439444548,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,303,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.5049045605602388,8000,8000,0.4278285831724794,7350,0.5062142397385387,0.48542434210011154,0.5145756578998885,0.1855,0.07838565656605934,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,404,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.5054535808870518,8000,8000,0.4227876600686793,7335,0.5017140070981159,0.4749672376088759,0.5250327623911242,0.194125,0.07892634702943657,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,505,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.5047023905447625,8000,8000,0.42566908197068754,7375,0.5016729906159686,0.48289648221887627,0.5171035177811237,0.184875,0.07600390864528106,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,606,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.5054909969061532,8000,8000,0.42074372183512077,7380,0.4960920613289861,0.4706918269631409,0.5293081730368592,0.18825,0.07534833949386532,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,707,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.5044153052266174,8000,8000,0.4244561059704113,7290,0.5057534414073347,0.479782957762047,0.5202170422379531,0.189625,0.08129733543692341,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,808,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.505212613183961,8000,8000,0.4191872066910496,7288,0.4984522712698862,0.48884988614043906,0.5111501138595609,0.1985,0.07926506457883664,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,909,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.504447376775795,8000,8000,0.42916288336812497,7333,0.5063885772934462,0.4929057028362311,0.5070942971637689,0.188625,0.07722569392532125,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,8,1010,1000,32000,,,,0,23667,2000,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,d3b8735acadda44f30d6c9e91006c692298437fd0395e4753048eb08f289bf45,,,periodic,,,,,,,,,,0.6440999999998926,0.47637233437492055,0.6441000000000748,23667,0.5043713717603718,8000,8000,0.4164976520545526,7297,0.4951774094259554,0.483785887687086,0.516214112312914,0.20075,0.07867975737140281,34.699733499867165,0.0,37.22584390490565,250.01979610391484,8333,ESATD-L3,False
ESATD-L3,250,10,101,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,ba24034ae3cf4562ab6a0153556be98ed2c4b4bffe7e7bdc8e8a9fe95da3ae23,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.4270156500918118,10000,10000,0.37377937182287285,8661,0.49601466678709544,0.37523915783077405,0.6247608421692259,0.2612,0.12223529496422259,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,202,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,a31dd7180ec5a17c6109cc36edd6a1a2865732b406c1cba67be0cad853f4b566,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.4225328569822672,10000,10000,0.36835733022511546,8625,0.49159000991442325,0.41617905744049377,0.5838209425595062,0.2675,0.12323267968930779,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,303,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,50217851ecebf8d2338a275cd29e82ffabe16ff153d1881d800178b818384e08,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.424849061089924,10000,10000,0.36841231798781937,8728,0.488476898132672,0.3888202951009685,0.6111797048990315,0.2492,0.1200645801448526,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,404,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,666c91aca3d98fc592001468c87d42b3811143a5760cc295453880e244dc758a,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.4268311671792562,10000,10000,0.36906434657330695,8680,0.48275864210353164,0.4194714562278052,0.5805285437721948,0.2732,0.1136942955302247,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,505,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,04672988e5cbc3ed558a7a8a37b1047a717d071003dab2e756353934eb08b021,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.4239348800344962,10000,10000,0.36791775331135407,8844,0.47602379833396097,0.39507111781841336,0.6049288821815866,0.2702,0.1081060450226069,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,606,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4774fcd2535e12b211f86580e78668e1e9bd961da670be7bd6bd7a6c26dc59af,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.42493143270882744,10000,10000,0.3674661715705656,8632,0.4968545060927788,0.3808443147823892,0.6191556852176108,0.2581,0.1293883345222132,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,707,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.42351365092245297,10000,10000,0.3657749143315265,8588,0.49343792936819264,0.39390127852248563,0.6060987214775144,0.2613,0.12766301503666616,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,808,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.42696077411390543,10000,10000,0.3648475686500523,8739,0.48131392526393757,0.3965735554524128,0.6034264445475872,0.2725,0.11646635661388527,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,909,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.4265882442442413,10000,10000,0.36534979123838823,8793,0.4800708697633403,0.39260125513814603,0.607398744861854,0.2632,0.11472107852495206,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,250,10,1010,1000,40000,,,,0,23667,2000,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,,,periodic,,,,,,,,,,0.6440999999998926,0.38109786749993646,0.6441000000001469,23667,0.42324572089217827,10000,10000,0.37134936984702027,8667,0.49637727941860643,0.39330918160498995,0.60669081839501,0.2527,0.12502790957158616,34.699733499867165,0.0,37.22584390490565,250.01979610391484,16333,ESATD-L3,False
ESATD-L3,300,4,101,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000018,4000,4000,0.5365712329758283,4000,0.5365712329758283,0.6530537993946778,0.3469462006053222,0.056,0.0,29.966870779038135,0.0,29.999833926453114,299.8803999999997,0,ESATD-L3,False
ESATD-L3,300,4,202,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000018,4000,4000,0.5365712329758271,4000,0.5365712329758271,0.6530537993946778,0.3469462006053222,0.056,0.0,29.966870779038135,0.0,29.999833926453114,299.8803999999997,0,ESATD-L3,False
ESATD-L3,300,4,303,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.644100000000003,4000,4000,0.5365712329758282,4000,0.5365712329758282,0.6530537993946778,0.3469462006053222,0.056,0.0,29.966870779038135,0.0,29.999833926453114,299.8803999999997,0,ESATD-L3,False
ESATD-L3,300,4,404,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000022,4000,4000,0.5365712329758273,4000,0.5365712329758273,0.6530537993946778,0.3469462006053222,0.056,0.0,29.966870779038135,0.0,29.999833926453114,299.8803999999997,0,ESATD-L3,False
ESATD-L3,300,4,505,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000021,4000,4000,0.536571232975828,4000,0.536571232975828,0.6530537993946778,0.3469462006053222,0.056,0.0,29.966870779038135,0.0,29.999833926453114,299.8803999999997,0,ESATD-L3,False
ESATD-L3,300,4,606,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000017,4000,4000,0.5365712329758265,4000,0.5365712329758265,0.6530537993946778,0.3469462006053222,0.056,0.0,29.966870779038135,0.0,29.999833926453114,299.8803999999997,0,ESATD-L3,False
ESATD-L3,300,4,707,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000012,4000,4000,0.5365712329758282,4000,0.5365712329758282,0.6530537993946778,0.3469462006053222,0.056,0.0,29.966870779038135,0.0,29.999833926453114,299.8803999999997,0,ESATD-L3,False
ESATD-L3,300,4,808,1000,16000,,,,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000023,4000,4000,0.5365712329758269,4000,0.5365712329758269,0.6530537993946778,0.3469462006053222,0.056,0.0,29.966870779038135,0.0,29.999833926453114,299.8803999999997,0,ESATD-L3,False
