configuration,period_ms,lines,seed,epochs,total_regions,mandatory_infeasible,optional_skipped,dispatch_infeasible,expired_waiting,completed,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,budget_mode,network_mode,release_mode,priority_overhead_ms,all_regions_mandatory,enable_productive_cooling,fixed_voltage_index,enforce_thermal_feasibility,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count,historical_completed_only_dice,historical_coverage_adjusted_dice,historical_mandatory_effective_dice,on_time_completed_regions,historical_weighted_coverage_utility,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s,admission_infeasible,scheduler,early_exit,temperature_compensation
HEAT-L3,100,4,404,1000,16000,,,,0,16000,15969,15705,4000,4000,0,0,3991,9,0,0.0,0.99775,0.99775,0e658fdc45634dfc319ba524b919794fa3a804b5df66e7af3aa65b6a58565dae,,,periodic,,,,,,,,,,0.6441000000000003,0.0012479437500000005,0.001449225,31,0.0012431683505311835,4000,4000,0.0014489306615031732,9,0.6508999445933865,0.002568063306031272,0.9974319366939687,0.99775,0.6494510139318833,74.99022662805781,3935.134886937738,77.17603770660278,123.00868235297635,0,HEAT-L3,False,source_raise
HEAT-L3,100,4,505,1000,16000,,,,0,16000,15969,15705,4000,4000,0,0,3994,6,0,0.0,0.9985,0.9985,f6bd1a0c3a46ee585f7415d96d174d1d1c0390fa68dceac280a08c44d941778c,,,periodic,,,,,,,,,,0.6441000000000003,0.0012479437500000005,0.0009661499999999999,31,0.001149782980222389,4000,4000,0.0008896176353669349,9,0.4655968722805564,0.001152958390959616,0.9988470416090404,0.99775,0.46470725464518947,74.99022662805781,3935.134886937738,77.17603770660278,123.00868235297635,0,HEAT-L3,False,source_raise
HEAT-L3,100,4,606,1000,16000,,,,0,16000,15969,15705,4000,4000,0,0,3993,7,0,0.0,0.99825,0.99825,ee67e547615210572b9095be2af4ad4f241ff41b02e17eabff832f18ae3f6539,,,periodic,,,,,,,,,,0.6441000000000003,0.0012479437500000005,0.001127175,31,0.0011979886869040147,4000,4000,0.0011831718150189892,9,0.5258541400084397,0.0013876569592396208,0.9986123430407604,0.998,0.5246709681934206,74.99022662805781,3935.134886937738,77.17603770660278,123.00868235297635,0,HEAT-L3,False,source_raise
HEAT-L3,100,4,707,1000,16000,,,,0,16000,15969,15705,4000,4000,0,0,3993,7,0,0.0,0.99825,0.99825,d430af6be958c30dad273173e64fd531ddd8064d2bb804624370a9c2b0e56c84,,,periodic,,,,,,,,,,0.6441000000000003,0.0012479437500000005,0.001127175,31,0.001238781227144967,4000,4000,0.001013834759054397,10,0.44408710391228673,0.0012878181108866094,0.9987121818891134,0.998,0.4430732691532323,74.99022662805781,3935.134886937738,77.17603770660278,123.00868235297635,0,HEAT-L3,False,source_raise
HEAT-L3,100,4,808,1000,16000,,,,0,16000,15969,15705,4000,4000,0,0,3993,7,0,0.0,0.99825,0.99825,2fdf99523b288226e243e4f0a60b808486de3ca6c3de4b9719c41a4187aed32d,,,periodic,,,,,,,,,,0.6441000000000003,0.0012479437500000005,0.001127175,31,0.001345826205277306,4000,4000,0.0013513994557739803,10,0.5405597823095921,0.002155169393864236,0.9978448306061357,0.99775,0.5392083828538181,74.99022662805781,3935.134886937738,77.17603770660278,123.00868235297635,0,HEAT-L3,False,source_raise
HEAT-L3,100,4,909,1000,16000,,,,0,16000,15969,15705,4000,4000,0,0,3992,8,0,0.0,0.998,0.998,d239a1f1869d1a1ff0e7661220a5b29e5a5f9514a35f09dd0c00bdcdf7bc0b8e,,,periodic,,,,,,,,,,0.6441000000000003,0.0012479437500000005,0.0012882,31,0.0012849901857048289,4000,4000,0.0011542920124018954,9,0.5951207829260811,0.0009422870873193659,0.9990577129126806,0.99775,0.5939664909136791,74.99022662805781,3935.134886937738,77.17603770660278,123.00868235297635,0,HEAT-L3,False,source_raise
HEAT-L3,100,4,1010,1000,16000,,,,0,16000,15969,15705,4000,4000,0,0,3991,9,0,0.0,0.99775,0.99775,ae6f9f66a365e59050dd0401c8847d0b2dc87594f206c578c5850b1bf4a0ef92,,,periodic,,,,,,,,,,0.6441000000000003,0.0012479437500000005,0.001449225,31,0.001296617204684739,4000,4000,0.001358340110655711,9,0.6509454470232074,0.0018691913675601924,0.9981308086324399,0.998,0.6495871069125517,74.99022662805781,3935.134886937738,77.17603770660278,123.00868235297635,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,101,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5996,4,0,0.0,0.9993333333333333,0.9993333333333333,750e8532571a7cacfe544ce844edb556cff687b03abef59fbb86d123ac73d2fa,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00042940000000000003,13,0.00035976173675062893,6000,6000,0.0003076083762020263,5,0.4491974900076974,9.648684573888894e-05,0.9999035131542611,0.9993333333333333,0.44888988163149535,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,202,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5998,2,0,0.0,0.9996666666666667,0.9996666666666667,577c5d9490e9afe91807c7f5864efe4ac175af67dcdf01563d0fc142bf8dc2d8,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00021470000000000001,13,0.0003409207729937449,6000,6000,0.00043835227887271017,5,0.5696945864037299,0.0010202520579578836,0.9989797479420421,0.9993333333333333,0.5692562341248573,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,303,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5997,3,0,0.0,0.9995,0.9995,6e2e10def2512e928717256142fee1d1a20a0653b0f1766fbbe961a87ec5fb7a,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00032205,13,0.00035197545556127927,6000,6000,0.00021259036439833878,4,0.3188855465975082,0.00018583007934932025,0.9998141699206506,0.9996666666666667,0.3186729562331098,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,404,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5997,3,0,0.0,0.9995,0.9995,58d66a9dcdaf95123028ddedafc4a1db3c39e2eadef70814587dada9f9bfddca,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00032205,13,0.00034223929381235833,6000,6000,0.0003388402545100385,3,0.7006221733243385,0.0010309468695771226,0.9989690531304228,0.9995,0.7002833330698285,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,505,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5997,3,0,0.0,0.9995,0.9995,07629e1ac819a762ee169cc01292610cbc3bc58cfa204db43aa34b2cd0b2f157,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00032205,13,0.0003361059826619976,6000,6000,0.00026216506232602154,3,0.5677018191477551,0.0005303925939645325,0.9994696074060355,0.9995,0.5674396540854291,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,606,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5997,3,0,0.0,0.9995,0.9995,1858e64e7fbc2923917515ca1a62bd965eebae50b13f25454861ab1915c0235e,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00032205,13,0.00033547515421172353,6000,6000,0.00026006469008617425,4,0.4123152962558394,0.0001810493543095063,0.9998189506456905,0.9993333333333333,0.41205523156575324,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,707,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5996,4,0,0.0,0.9993333333333333,0.9993333333333333,156cb04aa0dda27f7e9981366eef377e014195f9fa9800dde6145ba5aece607c,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00042940000000000003,13,0.00037797867232877106,6000,6000,0.0003263756138308377,3,0.706204528891444,0.0007024712199665717,0.9992975287800334,0.9995,0.7058781532776132,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,808,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5996,4,0,0.0,0.9993333333333333,0.9993333333333333,f58b8205f6fda9cd90a66acfecf090e0b46b9262972a5d60e57f30f784aa710b,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00042940000000000003,13,0.00037856647770435816,6000,6000,0.0003665472212597183,3,0.7330944425194366,0.0011460071068500014,0.99885399289315,0.9995,0.7327278952981768,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,909,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5997,3,0,0.0,0.9995,0.9995,270aea9533f4da19362d9bc5c66445dc5cad1d207dcc25f6c89d8ef6c34c4797,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00032205,13,0.00035107121228662865,6000,6000,0.00013231472921496624,4,0.19847209382244935,1.8429145519857553e-05,0.9999815708544801,0.9996666666666667,0.1983397790932344,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,6,1010,1000,24000,,,,0,24000,23987,23702,6000,6000,0,0,5996,4,0,0.0,0.9993333333333333,0.9993333333333333,43efaec9091f0dbdeac6088d3a7423b545c096d70ae8bd1cc6cf4e83aa38320e,,,periodic,,,,,,,,,,0.6441,0.00034888750000000004,0.00042940000000000003,13,0.00037921707172920526,6000,6000,0.00029568559739977343,4,0.5722137217672048,0.0005488011329109426,0.9994511988670891,0.9993333333333333,0.571918036169805,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,101,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7998,2,0,0.0,0.99975,0.99975,6f85d198f502603c274315f165b4723e792483ff7f591b65df65e97ca452da25,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.000161025,12,0.0002347047292758336,8000,8000,0.00021550583022506725,4,0.48148585936050425,0.00021152132479495842,0.999788478675205,0.999625,0.4812703535302792,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,202,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7997,3,0,0.0,0.999625,0.999625,cf0b73e317eb69d9733a6c4f5ba164707fa92eea1d6f80099340fa97c753cc72,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.0002415375,12,0.00024496136635927953,8000,8000,0.00019227137551015223,4,0.38454275102030444,0.00027046127649809585,0.9997295387235019,0.999625,0.3843504796447943,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,303,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7997,3,0,0.0,0.999625,0.999625,8e8ee15c3e9002d76bb0b7e577d96acbc5ce7040a263e364be2b0b754b9a1cd9,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.0002415375,12,0.000247877651601685,8000,8000,0.00026461063190577817,3,0.7056283517487417,0.0001869479859588457,0.9998130520140411,0.999625,0.705363741116836,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,404,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7998,2,0,0.0,0.99975,0.99975,b4b850f59fc42179491d174bb5251f865ccaa15d6d7059e4d16d625a6256cd02,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.000161025,12,0.00023230089934916533,8000,8000,0.00027430014760533393,3,0.7314670602808905,0.0006608115973135952,0.9993391884026864,0.999625,0.7311927601332852,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,505,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7997,3,0,0.0,0.999625,0.999625,a4646cff32ba9004c858bae5a06899214b49ff3d1d84689bd89d694a696888f3,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.0002415375,12,0.00023541681103790205,8000,8000,0.0002124036025248155,3,0.5664096067328414,0.00040754135471405455,0.9995924586452859,0.999625,0.5661972031303165,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,606,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7997,3,0,0.0,0.999625,0.999625,2fe3b8553e28fea8baedb72b91d9a8568d7d3401bd1ad6ac6690d99fa5941756,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.0002415375,12,0.00024049194511978168,8000,8000,0.0002067868923142414,3,0.5514317128379771,0.00012979565450227666,0.9998702043454977,0.999625,0.5512249259456629,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,707,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7997,3,0,0.0,0.999625,0.999625,9756b131bf1f41a9132fa08cda7f9b23838b4dba6d7da59f6150aaaab5b46f83,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.0002415375,12,0.00023649364606458104,8000,8000,0.0001599316588905156,3,0.42648442370804157,0.00012270184159298374,0.999877298158407,0.99975,0.42632449204915107,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,808,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7997,3,0,0.0,0.999625,0.999625,eafd913947f595690f1bfe92cea130449042049146d61f9ceb85e6b58aeffe9c,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.0002415375,12,0.00025936937279861675,8000,8000,0.0002310163432539707,3,0.6160435820105885,0.0008717816962688337,0.9991282183037312,0.999625,0.6158125656673346,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,909,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7997,3,0,0.0,0.999625,0.999625,ea72fd5ca80c54bcd450f30834dfeb139c2d801f4ba4df89e36de9c4515ef240,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.0002415375,12,0.00024977557627137127,8000,8000,0.0001789326940639655,3,0.4771538508372413,3.2336865382448525e-05,0.9999676631346176,0.999625,0.4769749181431774,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,8,1010,1000,32000,,,,0,32000,31988,31705,8000,8000,0,0,7996,4,0,0.0,0.9995,0.9995,da00d755ba5900dd1af32adf2960eead6d1d43158179f63b727293d26972b0c9,,,periodic,,,,,,,,,,0.6441,0.00024153749999999998,0.00032205,12,0.000258733216517293,8000,8000,0.00024018203914320845,3,0.6404854377152226,0.0003410336389123323,0.9996589663610876,0.999625,0.6402452556760794,75.42326438558638,8207.260805970822,77.17603770660278,251.00885882359688,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,101,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9997,3,0,0.0,0.9997,0.9997,bb26d9510d7e96b168966f1ee87f8b90be78299ed2a22ddbe265d7e9bba868bd,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00019323000000000002,12,0.00019158219950797108,10000,10000,0.00018014693843165116,4,0.48876748164472156,8.613959832513068e-05,0.9999138604016748,0.9997,0.4885873347062899,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,202,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9997,3,0,0.0,0.9997,0.9997,70325cb18572b80965dbeaef798d8559df7c92037bf456345335916e9f85f69a,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00019323000000000002,12,0.00018911235581469546,10000,10000,0.0001731634910875405,4,0.43290872771885125,0.0002594697302212132,0.9997405302697788,0.9997,0.4327355642277637,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,303,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9997,3,0,0.0,0.9997,0.9997,00617b5cd45b2a5878e4105f3b7d6a0dbee70e18b53e1459f347e3c873b8a5ec,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00019323000000000002,12,0.0001995244744349338,10000,10000,0.00012755421863900327,3,0.42518072879667757,0.00011149804760959214,0.9998885019523904,0.9998,0.42505317457803854,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,404,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9997,3,0,0.0,0.9997,0.9997,5a7e0fad09a4167b105c126faed67b38b071b467f70946e5fff8774fce804129,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00019323000000000002,12,0.00019153784756587814,10000,10000,0.00022244410306849707,3,0.7414803435616569,0.0005332527863590418,0.9994667472136409,0.9997,0.7412578994585884,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,505,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9997,3,0,0.0,0.9997,0.9997,b6e9040c5c24f0e2d01090acf1cc744c9c9d2fd94aea87360c2cb0cecea5de7d,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00019323000000000002,12,0.00018320326889757408,10000,10000,0.00020263298182420967,3,0.7485849940217975,0.0004929216008076458,0.9995070783991924,0.9997,0.7483823610399732,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,606,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9997,3,0,0.0,0.9997,0.9997,d86915797908acc0bf7f528706273faf6fcfc920952419753b27e92d534bc366,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00019323000000000002,12,0.00018733806994416748,10000,10000,0.00021766474168167483,3,0.7300176624960715,0.00020969661271618459,0.9997903033872838,0.9997,0.7297999977543898,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,707,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9997,3,0,0.0,0.9997,0.9997,c1d01af2e1a1e3620c8c4f3fea2334db173b3f1b43a12774053c2d5a59818355,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00019323000000000002,12,0.00019246586871407144,10000,10000,0.00012794532711241246,3,0.42648442370804157,9.816147327438699e-05,0.9999018385267257,0.9998,0.42635647838092916,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,808,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9996,4,0,0.0,0.9996,0.9996,839e79bcd21a764f76f75f72b094a6604b8f668d39ee35c3f5f15c649e387b2f,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00025764,12,0.0002093134576326051,10000,10000,0.00019875271996733842,3,0.6625090665577947,0.0006853952394364316,0.9993146047605636,0.9997,0.6623103138378273,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,909,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9997,3,0,0.0,0.9997,0.9997,b341319f74ee278e45a28ce9b4b54cfb06b0b0d26f79f0a31cb60b3df31f7d52,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00019323000000000002,12,0.0001909210691714692,10000,10000,0.0001519236403132025,3,0.5064121343773417,2.136489535034101e-05,0.9999786351046497,0.9997,0.5062602107370284,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,100,10,1010,1000,40000,,,,0,40000,39988,39704,10000,10000,0,0,9996,4,0,0.0,0.9996,0.9996,f831e5ccf3564ea2d00113c11bcd502ecee11cd2b31f2513bbffb87cd70f4555,,,periodic,,,,,,,,,,0.6441,0.00019323,0.00025764,12,0.0002060670060997691,10000,10000,0.00020050924545059176,3,0.6898320477232888,0.00033687626271930443,0.9996631237372807,0.9997,0.6896315384778382,76.55914440666741,10143.240769493408,77.17603770660278,301.9197465240928,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,101,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000018,4000,4000,0.5365712329758283,4000,0.5365712329758283,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,202,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000018,4000,4000,0.5365712329758271,4000,0.5365712329758271,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,303,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.644100000000003,4000,4000,0.5365712329758282,4000,0.5365712329758282,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,404,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000021,4000,4000,0.5365712329758273,4000,0.5365712329758273,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,505,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000021,4000,4000,0.536571232975828,4000,0.536571232975828,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,606,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000018,4000,4000,0.5365712329758265,4000,0.5365712329758265,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,707,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000011,4000,4000,0.5365712329758282,4000,0.5365712329758282,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,808,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000022,4000,4000,0.5365712329758269,4000,0.5365712329758269,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,909,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000002,4000,4000,0.5365712329758268,4000,0.5365712329758268,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,4,1010,1000,16000,,,,0,16000,0,11784,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,,,periodic,,,,,,,,,,0.6441000000000685,0.6441000000000685,0.6440999999999828,16000,0.6441000000000029,4000,4000,0.5365712329758273,4000,0.5365712329758273,0.6530537993946778,0.3469462006053222,0.056,0.0,60.63132607396421,1772.9056301618027,72.36822331002006,149.9841818181819,0,HEAT-L3,False,source_raise
HEAT-L3,150,6,101,1000,24000,,,,0,24000,23953,23702,6000,6000,0,0,5987,13,0,0.0,0.9978333333333333,0.9978333333333333,a0c3b716ef4ac399471ae3b5f9256ecd7630a751727940a06e7ec93addb47514,,,periodic,,,,,,,,,,0.6441000000000008,0.0012613625000000015,0.0013955500000000002,47,0.0013161623626035878,6000,6000,0.001148029664772907,15,0.48609003481587365,0.001665698020337479,0.9983343019796626,0.998,0.48494200515110075,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,150,6,202,1000,24000,,,,0,24000,23953,23702,6000,6000,0,0,5988,12,0,0.0,0.998,0.998,899af42873c3f49836586b4de139a57487350d08a82925fa90f87c39e55ea74d,,,periodic,,,,,,,,,,0.6441000000000008,0.0012613625000000015,0.0012882,47,0.001224037019250452,6000,6000,0.0010183592209046873,13,0.5040630747177532,0.001606859384287125,0.9983931406157128,0.998,0.5030447154968486,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
HEAT-L3,150,6,303,1000,24000,,,,0,24000,23953,23702,6000,6000,0,0,5987,13,0,0.0,0.9978333333333333,0.9978333333333333,03b2a03e35ac0e1f277490121582c6ea1d2be625a26fc444cef1c9f2874a7a87,,,periodic,,,,,,,,,,0.6441000000000008,0.0012613625000000015,0.0013955500000000002,47,0.0013213456763311827,6000,6000,0.0011834089231122066,16,0.513864314316303,0.0009145952870348688,0.9990854047129651,0.9978333333333333,0.5126809053931908,76.34196799587916,6070.698098282406,77.17603770660278,182.5583401069793,0,HEAT-L3,False,source_raise
