configuration,period_ms,lines,seed,epochs,total_regions,mandatory_infeasible,optional_skipped,dispatch_infeasible,expired_waiting,completed,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,budget_mode,network_mode,release_mode,priority_overhead_ms,all_regions_mandatory,enable_productive_cooling,fixed_voltage_index,enforce_thermal_feasibility,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count,historical_completed_only_dice,historical_coverage_adjusted_dice,historical_mandatory_effective_dice,on_time_completed_regions,historical_weighted_coverage_utility,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s,admission_infeasible,scheduler,early_exit,temperature_compensation
Static-V,200,10,909,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.488100419349091,10000,10000,0.3700608177700965,9420,0.4286589228164076,0.4629271670552654,0.5370728329447345,0.192,0.058598105046311,59.31242159975565,0.0,59.71460006036354,199.998,nan,nan,nan,
Static-V,200,10,1010,1000,40000,0.0,15000.0,0.0,0,25000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6227599999997173,0.3892249999998233,0.6884000000000013,25000,0.4880611517604354,10000,10000,0.3633108773364362,9380,0.426979965463018,0.4768707286179394,0.5231292713820606,0.204,0.0636690881265818,59.31242159975565,0.0,59.71460006036354,199.998,nan,nan,nan,
Static-V,250,4,101,1000,16000,0.0,208.0,0.0,0,15792,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997773,0.6794507999997802,0.6884000000000013,15792,0.6801663525957501,4000,4000,0.4902122826951035,4000,0.4931327598187857,0.627525222239834,0.372474777760166,0.07,0.0029204771236822,55.96228331835204,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,202,1000,16000,0.0,168.0,0.0,0,15832,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997755,0.681171799999778,0.6884000000000013,15832,0.6818956186371403,4000,4000,0.4937137059059225,4000,0.4954430946549589,0.6275929766533292,0.3724070233466707,0.068,0.0017293887490363,56.011945172250606,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,303,1000,16000,0.0,168.0,0.0,0,15832,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997755,0.681171799999778,0.6884000000000013,15832,0.681204372589509,4000,4000,0.4931508558134739,4000,0.4948262569015746,0.6302899649861347,0.3697100350138653,0.068,0.0016754010881006,56.01050535137012,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,404,1000,16000,0.0,192.0,0.0,0,15808,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997766,0.6801391999997793,0.6884000000000013,15808,0.6803119919857727,4000,4000,0.4939787361399705,4000,0.4959922049457728,0.6269660422627633,0.3730339577372367,0.068,0.0020134688058022,55.98306045520716,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,505,1000,16000,0.0,200.0,0.0,0,15800,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.688399999999777,0.6797949999997798,0.6884000000000013,15800,0.6800204618811102,4000,4000,0.4905660920692579,4000,0.4924058900920248,0.619618974565801,0.380381025434199,0.072,0.0018397980227669,55.97451233423559,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,606,1000,16000,0.0,184.0,0.0,0,15816,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997763,0.6804833999997788,0.6884000000000013,15816,0.6808973694312763,4000,4000,0.4919825439840519,4000,0.4932664329727628,0.6219920275640121,0.3780079724359879,0.068,0.0012838889887108,55.99273751641158,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,707,1000,16000,0.0,168.0,0.0,0,15832,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997755,0.681171799999778,0.6884000000000013,15832,0.6813829067541198,4000,4000,0.4950002267801373,4000,0.4960857120543663,0.6310318840565375,0.3689681159434624,0.066,0.001085485274229,56.01229170288003,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,808,1000,16000,0.0,128.0,0.0,0,15872,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997739,0.6828927999997757,0.6884000000000013,15872,0.6826053610021059,4000,4000,0.4935040501985402,4000,0.4945838371374911,0.6291519875740713,0.3708480124259287,0.068,0.0010797869389509,56.06039657287199,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,909,1000,16000,0.0,176.0,0.0,0,15824,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.688399999999776,0.6808275999997784,0.6884000000000013,15824,0.6812267616429813,4000,4000,0.4927370353105889,3992,0.4950407106357834,0.6287301298024547,0.3712698701975453,0.07,0.0023036753251944,56.0020854884049,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,4,1010,1000,16000,0.0,160.0,0.0,0,15840,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997752,0.6815159999997775,0.6884000000000013,15840,0.6822334898528837,4000,4000,0.4942401967949861,4000,0.4946153413082116,0.6312888892405744,0.3687111107594256,0.068,0.0003751445132255,56.02003411938574,0.0,58.87124600787078,249.98999999999995,nan,nan,nan,
Static-V,250,6,101,1000,24000,0.0,328.0,0.0,0,23672,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6698103751267126,0.6606562999999809,0.6884000000000013,23672,0.671796132921788,6000,6000,0.493786997650581,5992,0.4954356381469337,0.6444961092453919,0.3555038907546081,0.0693333333333333,0.0016486404963526,59.46561451728683,0.0,59.98092928976679,249.99960000000007,nan,nan,nan,
Static-V,250,6,202,1000,24000,0.0,352.0,0.0,0,23648,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6700701285520791,0.6602424333333153,0.6884000000000013,23648,0.6712543085517976,6000,6000,0.4920315683780429,5988,0.4952450102057257,0.6394421685170958,0.3605578314829042,0.07,0.0032134418276827,59.48877978170008,0.0,59.9778768351572,249.9990000000001,nan,nan,nan,
Static-V,250,6,303,1000,24000,0.0,316.0,0.0,0,23684,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6697441310589245,0.6609258333333153,0.6884000000000013,23684,0.672460387345158,6000,6000,0.492290463878422,5996,0.4941875722166495,0.6412444743816743,0.3587555256183257,0.0706666666666666,0.0018971083382274,59.469923922721286,0.0,59.98238907125238,249.99950000000013,nan,nan,nan,
Static-V,250,6,404,1000,24000,0.0,392.0,0.0,0,23608,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6698832768552805,0.6589418499999776,0.6884000000000013,23608,0.6704879742484678,6000,6000,0.4894000598166543,5992,0.492150476740043,0.633458404243987,0.366541595756013,0.0706666666666666,0.0027504169233886,59.41524357859738,0.0,59.981000594842456,249.99970000000013,nan,nan,nan,
Static-V,250,6,505,1000,24000,0.0,348.0,0.0,0,23652,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.670121562658534,0.6604047999999851,0.6884000000000013,23652,0.6721444380338543,6000,6000,0.4912705462335652,5988,0.4946739250151208,0.6376217563433146,0.3623782436566853,0.0693333333333333,0.0034033787815556,59.46317746972223,0.0,59.97908721986904,250.0000000000001,nan,nan,nan,
Static-V,250,6,606,1000,24000,0.0,372.0,0.0,0,23628,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6700218215676096,0.6596364833333117,0.6884000000000013,23628,0.6710944022289304,6000,6000,0.491635227399291,5992,0.4943716037486111,0.637828728767021,0.362171271232979,0.07,0.0027363763493201,59.4715709340989,0.0,59.98365812884487,249.99960000000007,nan,nan,nan,
Static-V,250,6,707,1000,24000,0.0,360.0,0.0,0,23640,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6699250253806909,0.6598761499999805,0.6884000000000013,23640,0.6718040521366538,6000,6000,0.4898205068616028,5984,0.4929499969945701,0.6378312839821285,0.3621687160178715,0.072,0.0031294901329673,59.45191693890826,0.0,59.98076903388541,249.99900000000008,nan,nan,nan,
Static-V,250,6,808,1000,24000,0.0,412.0,0.0,0,23588,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6700717144310444,0.6585688166666448,0.6884000000000013,23588,0.6708877824420356,6000,6000,0.4906937490830647,5992,0.4937884195255891,0.63851619153266,0.3614838084673399,0.0733333333333333,0.0030946704425244,59.43029840021653,0.0,59.97782315044881,250.0000000000001,nan,nan,nan,
Static-V,250,6,909,1000,24000,0.0,348.0,0.0,0,23652,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6698962117368308,0.6601827166666467,0.6884000000000013,23652,0.6715477927062546,6000,6000,0.4918949646005929,5988,0.4954145229169924,0.6403791081986054,0.3596208918013945,0.068,0.0035195583163994,59.46249849389327,0.0,59.980450765809245,250.0000000000001,nan,nan,nan,
Static-V,250,6,1010,1000,24000,0.0,364.0,0.0,0,23636,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6699658317820077,0.659804683333314,0.6884000000000013,23636,0.6716457864843688,6000,6000,0.4920588528279381,5992,0.4947827322886858,0.6352816463871882,0.3647183536128118,0.0713333333333333,0.0027238794607477,59.44735659841405,0.0,59.97620672156569,249.99960000000007,nan,nan,nan,
Static-V,250,8,101,1000,32000,0.0,1472.0,0.0,0,30528,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6357420073373138,0.6064978749997973,0.6884000000000013,30528,0.634479533344033,8000,8000,0.4772338189728126,7912,0.4885887201565712,0.6305055097443952,0.3694944902556047,0.087,0.0113549011837585,59.49334701992144,0.0,59.94462037080957,249.9999,nan,nan,nan,
Static-V,250,8,202,1000,32000,0.0,1416.0,0.0,0,30584,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6353591681923062,0.6072445249997966,0.6884000000000013,30584,0.6348111683764132,8000,8000,0.4787029422929794,7920,0.4887381615657359,0.6291314634269177,0.3708685365730823,0.085,0.0100352192727565,59.46593371768206,0.0,59.955282012639294,249.999,nan,nan,nan,
Static-V,250,8,303,1000,32000,0.0,1352.0,0.0,0,30648,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6354229444007286,0.6085763249997977,0.6884000000000013,30648,0.6350223332507752,8000,8000,0.4732515881499236,7952,0.4821945601991983,0.6191333188427909,0.3808666811572091,0.087,0.0089429720492747,59.49923434211839,0.0,59.96921226685535,249.9999,nan,nan,nan,
Static-V,250,8,404,1000,32000,0.0,1392.0,0.0,0,30608,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6352172765288019,0.607585324999799,0.6884000000000013,30608,0.6341520797023332,8000,8000,0.4771453495043895,7968,0.4850170938581482,0.6220431730793087,0.3779568269206913,0.082,0.0078717443537587,59.46758072956542,0.0,59.9484762667402,249.999,nan,nan,nan,
Static-V,250,8,505,1000,32000,0.0,1272.0,0.0,0,30728,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351339234572237,0.6098873499997991,0.6884000000000013,30728,0.636395986318284,8000,8000,0.4799820863464495,7952,0.4881563988591711,0.6313935294205407,0.3686064705794593,0.078,0.0081743125127215,59.498636406599,0.0,59.95584871198879,249.9999,nan,nan,nan,
Static-V,250,8,606,1000,32000,0.0,1304.0,0.0,0,30696,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.635172869429034,0.6092895749998009,0.6884000000000013,30696,0.636332664279677,8000,8000,0.4761424899917575,7936,0.4853897527928776,0.6244010184263156,0.3755989815736844,0.081,0.00924726280112,59.47455422677212,0.0,59.95100534363432,249.999,nan,nan,nan,
Static-V,250,8,707,1000,32000,0.0,1440.0,0.0,0,30560,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6355342408374874,0.6069351999998005,0.6884000000000013,30560,0.6337225759912266,8000,8000,0.4760806949414305,7920,0.4871672997705297,0.623910458338825,0.376089541661175,0.084,0.0110866048290991,59.46727499025714,0.0,59.95785572367512,249.9999,nan,nan,nan,
Static-V,250,8,808,1000,32000,0.0,1336.0,0.0,0,30664,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6352214975213135,0.6087009999997987,0.6884000000000013,30664,0.6354702456827942,8000,8000,0.4805921302900368,7952,0.4871408460990231,0.6299511104923644,0.3700488895076356,0.083,0.0065487158089863,59.486385920651074,0.0,59.96525542816512,249.999,nan,nan,nan,
Static-V,250,8,909,1000,32000,0.0,1320.0,0.0,0,30680,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6353756714469877,0.6091664249997994,0.6884000000000013,30680,0.6355944408210552,8000,8000,0.4795211880875816,7936,0.4887140096879386,0.6312083999646886,0.3687916000353114,0.08,0.0091928216003569,59.50085623953162,0.0,59.96136212713593,249.9999,nan,nan,nan,
Static-V,250,8,1010,1000,32000,0.0,1304.0,0.0,0,30696,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,d3b8735acadda44f30d6c9e91006c692298437fd0395e4753048eb08f289bf45,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6350473025799325,0.6091691249998002,0.6884000000000013,30696,0.6361358877208,8000,8000,0.4808642308443282,7944,0.4891730188739594,0.6267073061265568,0.3732926938734432,0.083,0.0083087880296311,59.48541985606686,0.0,59.96319759005484,249.9999,nan,nan,nan,
Static-V,250,10,101,1000,40000,0.0,3360.0,0.0,0,36640,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,ba24034ae3cf4562ab6a0153556be98ed2c4b4bffe7e7bdc8e8a9fe95da3ae23,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6096732532751363,0.5584607000000249,0.6884000000000013,36640,0.6032489846031794,10000,10000,0.4263015222508671,9780,0.4439981716029645,0.6246522537697872,0.3753477462302128,0.104,0.0176966493520974,59.54881022723541,0.0,59.95766713994964,250.00000000000003,nan,nan,nan,
Static-V,250,10,202,1000,40000,0.0,3280.0,0.0,0,36720,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,a31dd7180ec5a17c6109cc36edd6a1a2865732b406c1cba67be0cad853f4b566,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6094137799564595,0.5594418500000298,0.6884000000000013,36720,0.6037121976124197,10000,10000,0.4225059268083683,9740,0.4409700458134528,0.630959925902059,0.369040074097941,0.108,0.0184641190050844,59.55501113777831,0.0,59.98304060922528,250.00000000000003,nan,nan,nan,
Static-V,250,10,303,1000,40000,0.0,3260.0,0.0,0,36740,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,50217851ecebf8d2338a275cd29e82ffabe16ff153d1881d800178b818384e08,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6093758301579002,0.5597117000000313,0.6884000000000013,36740,0.6030246056086176,10000,10000,0.4270204498291227,9800,0.4441549193426149,0.610959845124291,0.389040154875709,0.098,0.0171344695134921,59.56423901388781,0.0,59.99040624577879,250.00000000000003,nan,nan,nan,
Static-V,250,10,404,1000,40000,0.0,3500.0,0.0,0,36500,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,666c91aca3d98fc592001468c87d42b3811143a5760cc295453880e244dc758a,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.610186958904128,0.5567956000000167,0.6884000000000013,36500,0.601659514384239,10000,10000,0.4233338269402166,9740,0.4440791809002027,0.6098736314247277,0.3901263685752723,0.112,0.0207453539599861,59.55904967248447,0.0,59.97542410251151,250.00000000000003,nan,nan,nan,
Static-V,250,10,505,1000,40000,0.0,3380.0,0.0,0,36620,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,04672988e5cbc3ed558a7a8a37b1047a717d071003dab2e756353934eb08b021,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.60986171490991,0.5583284000000226,0.6884000000000013,36620,0.6023952087810944,10000,10000,0.4269738434893466,9820,0.443928624815347,0.6239850953478517,0.3760149046521482,0.098,0.0169547813260004,59.58202777272341,0.0,59.995542391335015,250.00000000000003,nan,nan,nan,
Static-V,250,10,606,1000,40000,0.0,3400.0,0.0,0,36600,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4774fcd2535e12b211f86580e78668e1e9bd961da670be7bd6bd7a6c26dc59af,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.609878579234996,0.5580389000000214,0.6884000000000013,36600,0.603463951886831,10000,10000,0.4274998643665215,9760,0.4462211271508451,0.6245541664801771,0.3754458335198228,0.102,0.0187212627843236,59.5663466926788,0.0,59.99124826096129,250.00000000000003,nan,nan,nan,
Static-V,250,10,707,1000,40000,0.0,3420.0,0.0,0,36580,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.609896500820145,0.5577503500000226,0.6884000000000013,36580,0.6008787136393571,10000,10000,0.4219202995162158,9720,0.444520581246129,0.6243419187736682,0.3756580812263318,0.114,0.0226002817299132,59.561298224374895,0.0,59.9870237367775,249.99780000000027,nan,nan,nan,
Static-V,250,10,808,1000,40000,0.0,3380.0,0.0,0,36620,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6097842708902494,0.5582575000000234,0.6884000000000013,36620,0.6023703096056616,10000,10000,0.4251541700538642,9800,0.4440882719698062,0.6167840870434851,0.3832159129565149,0.1,0.0189341019159419,59.56545475903566,0.0,59.98908468242725,249.99780000000027,nan,nan,nan,
Static-V,250,10,909,1000,40000,0.0,3300.0,0.0,0,36700,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.609502997275235,0.5592190000000281,0.6884000000000013,36700,0.6020760116479041,10000,10000,0.420838015803317,9780,0.4384389885692074,0.6230958804904463,0.3769041195095537,0.114,0.0176009727658904,59.56556821277994,0.0,59.98480674549303,249.99780000000027,nan,nan,nan,
Static-V,250,10,1010,1000,40000,0.0,3500.0,0.0,0,36500,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6101795616438538,0.5567888500000165,0.6884000000000013,36500,0.6014778277468197,10000,10000,0.4269974710349396,9780,0.4438752212489932,0.6239311885517131,0.3760688114482868,0.108,0.0168777502140535,59.560332344850586,0.0,59.98773709006642,250.00000000000003,nan,nan,nan,
Static-V,300,4,101,1000,16000,0.0,0.0,0.0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883649499997686,0.6883649499997686,0.6884000000000013,16000,0.6883623329333319,4000,4000,0.4950178723120929,4000,0.4950178723120929,0.6318512014168091,0.3681487985831909,0.066,0.0,52.86153043746608,0.0,58.37671210843949,299.98000000000013,nan,nan,nan,
Static-V,300,4,202,1000,16000,0.0,0.0,0.0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883999999997684,0.6883999999997684,0.6884000000000013,16000,0.6883999999999982,4000,4000,0.494885500598558,4000,0.494885500598558,0.6317481685495717,0.3682518314504283,0.066,0.0,52.862290276322526,0.0,58.138330905797964,299.98000000000013,nan,nan,nan,
Static-V,300,4,303,1000,16000,0.0,0.0,0.0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6883649499997686,0.6883649499997686,0.6884000000000013,16000,0.6883691292064797,4000,4000,0.4948777120957631,4000,0.4948777120957631,0.6317139616376489,0.3682860383623511,0.066,0.0,52.86153228668728,0.0,58.37671210843949,299.98000000000013,nan,nan,nan,
