period_ms,lines,seed,mandatory_rejection_ratio,admitted_mandatory_violation_ratio,mean_voltage,peak_modeled_temperature,total_iit_celsius_seconds,mean_complete_image_dice,pixel_defect_recall,image_complete_miss_rate
150,6,606,0.0,0.0,-0.0002250409165299727,7.94260840208949e-05,0.0,0.0,0.0,0.0
150,6,707,0.0,0.0,-0.000212349945434398,9.059231786068267e-05,0.0,0.0,0.0,0.0
150,6,808,0.0,0.0,-0.00021727272727234404,7.000738104068205e-05,0.0,0.0,0.0,0.0
150,6,909,0.0,0.0,-0.00026200873362403065,-1.8629686969973136e-05,0.0,1.8041922017819623e-05,7.725404385450219e-05,0.0
150,6,1010,0.0,0.0,-0.0002222727272723768,6.724394288681879e-05,0.0,0.0,0.0,0.0
150,8,101,0.0,0.0,-0.00020411764705718927,7.893368479727769e-05,0.0,3.812328038041435e-05,6.017119446671826e-05,0.0
150,8,202,0.0,0.0,-5.29411764679244e-05,8.57160755955988e-05,0.0,-8.685200055361109e-05,0.00012223819369033828,0.0
150,8,303,0.0,0.0,-0.00026823529411579283,8.848830993457568e-05,0.0,-0.00013303599149119827,8.572334554091121e-06,0.0
150,8,404,0.0,0.0,-0.00019058823529205515,9.147664509612241e-05,0.0,-4.212581451601416e-05,-1.967412599901408e-05,0.0
150,8,505,0.0,0.0,-0.0001999999999980906,8.692532124854324e-05,0.0,-2.585007946226403e-06,7.991744347268792e-05,0.0
150,8,606,0.0,0.0,-0.0002170588235252957,9.158867133862714e-05,0.0,-0.0004282892887401968,5.7409913624739684e-05,0.0
150,8,707,0.0,0.0,-0.0001911764705865293,7.35195104581976e-05,0.0,9.436951270888616e-05,1.920017480966374e-05,0.0
150,8,808,0.0,0.0,-9.882352940793204e-05,2.6916441768776167e-05,0.0,-0.00014125071183102023,1.3847617356788078e-05,0.0
150,8,909,0.0,0.0,-0.00013764705882168826,8.171364095943545e-05,0.0,-8.833956180101521e-05,2.688127506217386e-05,0.0
150,8,1010,0.0,0.0,-0.00020352941176193795,7.971589827349135e-05,0.0,-0.0001025256878900982,1.091118064039387e-05,0.0
150,10,101,0.0,0.0,0.004927692307681086,5.615965742578055e-05,0.0,-0.0008415014119087932,0.00019199968743950635,0.0
150,10,202,0.0,0.0,-0.00021307692307659387,5.547842677344761e-05,0.0,3.900913619239721e-05,1.676138684218731e-05,0.0
150,10,303,0.0,0.0,-0.00023769230769177252,6.827758837602005e-05,0.0,-1.3981853607597516e-05,2.7888936503905892e-05,0.0
150,10,404,0.0,0.0,-0.0001999999999996449,2.6634251632629002e-05,0.0,3.4705269570389774e-05,1.615967489748682e-05,0.0
150,10,505,0.0,0.0,0.004898461538450305,6.142656578589367e-05,0.0,-0.0013258594255724926,0.00014469935874819595,0.0017000000000000348
150,10,606,0.0,0.0,-0.00020999999999971042,6.639046024048412e-05,0.0,-2.392780496796032e-06,-1.6732537640035128e-06,0.0
150,10,707,0.0,0.0,0.004927692307681086,7.024813820066811e-05,0.0,-0.0014048920651774932,0.00019722963578050479,-0.0016999999999999238
150,10,808,0.0,0.0,-0.00023076923076870148,6.626317671276638e-05,0.0,2.0587381290002038e-05,-6.981507084002914e-06,0.0
150,10,909,0.0,0.0,-0.00022538461538412768,4.949517462193853e-05,0.0,-8.973773093404191e-06,4.602684245227917e-05,0.0
150,10,1010,0.0,0.0,-0.00018384615384570147,6.836532803333739e-05,0.0,-5.153524204459803e-05,-4.977723881971485e-05,0.0
200,4,101,0.0,0.0,-0.011445449974782584,-6.430597494500034e-07,0.0,0.0032678458396547816,0.005498730181730971,0.0012500000000000011
200,4,202,0.0,0.0,-0.012547086890925319,-3.147861728791668e-05,0.0,0.002652368022879492,0.0021598779958970082,0.006999999999999999
200,4,303,0.0,0.0,-0.008787078934058501,1.2560625393120972e-05,0.0,-0.002949379377133965,0.0017639948101108027,0.0049999999999999906
200,4,404,0.0,0.0,-0.011158782083460994,-3.2433724825864374e-06,0.0,0.0017929636464045773,0.003620884053322837,0.0050000000000000044
200,4,505,0.0,0.0,-0.006774598393492037,0.0001634390716276357,0.0,0.0006315423920942864,0.0035053429960029137,0.008000000000000007
200,4,606,0.0,0.0,-0.007051233635372078,1.4778568271367476e-06,0.0,-0.00409033954004584,0.0011786753946220196,0.0010000000000000009
200,4,707,0.0,0.0,-0.007084172118693499,-4.101274573997671e-05,0.0,0.0020008235418144116,-0.00023306034569092748,0.0002500000000000002
200,4,808,0.0,0.0,-0.01193872425908582,1.5103715838904463e-05,0.0,0.002172199146551701,0.004159158661631079,-0.0005000000000000004
200,4,909,0.0,0.0,-0.008756906077273197,2.2729681987243566e-05,0.0,-0.007247703107215175,-0.0007073412401579215,0.00449999999999999
200,4,1010,0.0,0.0,-0.010855957767641367,-3.51610417936854e-06,0.0,0.0027776205579863045,0.00021864604756438588,0.0020000000000000018
200,6,101,0.0,0.0,-0.0059403747869491985,2.959285472314832e-05,0.0,-0.014635607293397412,0.00476149910678747,-0.0043333333333333
200,6,202,0.0,0.0,-0.00655103259931622,5.905688190210867e-05,0.0,-0.013946660481262918,0.0035224533208221276,-0.001833333333333298
200,6,303,0.0,0.0,-0.006617697155405167,5.3118323798173606e-05,0.0,-0.01588394027485268,0.00318881915899194,-0.002833333333333396
200,6,404,0.0,0.0,-0.006678199213975167,2.0919779743167055e-05,0.0,-0.014831243514973447,0.00304339170131529,-0.0008333333333334081
200,6,505,0.0,0.0,-0.006320875737518716,8.112367439139234e-06,0.0,-0.013585997257805404,0.0038480028370031505,-0.0030000000000000027
200,6,606,0.0,0.0,-0.0061699402219310695,1.6808239806209713e-05,0.0,-0.012898732268326496,0.005354570028321404,0.0005000000000000004
200,6,707,0.0,0.0,-0.006417718810084794,3.7839967589547996e-05,0.0,-0.015583799863833514,0.003093527494512971,-0.0011666666666666076
200,6,808,0.0,0.0,-0.0064562649776457315,1.1718245573888453e-05,0.0,-0.013807247651424381,0.0030686278849305637,-0.003833333333333397
200,6,909,0.0,0.0,-0.006905229875133201,-1.5933166039872049e-06,0.0,-0.016172340162313892,0.0028244537272936743,-0.0031666666666666926
200,6,1010,0.0,0.0,-0.006147688356062275,-1.2871668218394916e-05,0.0,-0.014580973290551413,0.004675823843250715,-0.002666666666666609
200,8,101,0.0,0.0,-0.00017931034482798758,2.4313210431614607e-06,0.0,0.00014294101645256907,1.4053683091153069e-05,0.0
200,8,202,0.0,0.0,-0.00015517241379336966,-1.4884749333532454e-05,0.0,1.0209077071332562e-05,9.175076827516726e-06,0.0
200,8,303,0.0,0.0,-0.00011172413793092417,1.5367968913437835e-05,0.0,8.04636379508894e-06,0.0,0.0
200,8,404,0.0,0.0,-0.00015931034482774553,3.367157709988078e-06,0.0,0.0,0.0,0.0
200,8,505,0.0,0.0,-0.00017448275862097518,9.215673166806937e-06,0.0,-6.22141347772498e-07,3.796761157692785e-06,0.0
200,8,606,0.0,0.0,-0.0001268965517235987,1.2112056801072413e-05,0.0,-0.00010779671353938758,-5.264979515806623e-06,0.0
200,8,707,0.0,0.0,-9.793103448196838e-05,9.782196322305481e-06,0.0,-0.00028252822989660586,-6.090787946733123e-05,0.0
200,8,808,0.0,0.0,-9.620689655132075e-05,1.4201134767688472e-05,0.0,-7.891050025465862e-05,1.0766934626094127e-06,0.0
200,8,909,0.0,0.0,-3.5517241378402176e-05,-1.0820737834649208e-05,0.0,2.6226277071161874e-06,-4.507687941579519e-06,0.0
200,8,1010,0.0,0.0,-0.0001655172413790318,1.2472623680537254e-06,0.0,-0.00027638513807387577,-2.8957387336991935e-05,0.0
200,10,101,0.0,0.0,-0.00017079999999991546,6.840106550498604e-06,0.0,0.0,0.0,0.0
200,10,202,0.0,0.0,-0.00015480000000001048,-2.1625315575590776e-05,0.0,0.0,0.0,0.0
200,10,303,0.0,0.0,-0.00015080000000000648,1.005916517726746e-05,0.0,0.0,0.0,0.0
200,10,404,0.0,0.0,-0.00018320000000005,1.5436959515113813e-06,0.0,0.0,0.0,0.0
200,10,505,0.0,0.0,-0.00014599999999986846,1.280788328728022e-05,0.0,0.0,0.0,0.0
200,10,606,0.0,0.0,-0.00014879999999983795,8.471155936717878e-06,0.0,0.0,0.0,0.0
200,10,707,0.0,0.0,-0.00013799999999997148,1.5901163379794525e-05,0.0,0.0,0.0,0.0
200,10,808,0.0,0.0,-0.00014319999999989896,1.3208234776129757e-05,0.0,0.0,0.0,0.0
200,10,909,0.0,0.0,-0.00018359999999995047,-1.2469293658057268e-05,0.0,0.0,0.0,0.0
200,10,1010,0.0,0.0,-0.00014639999999976894,1.5011406631515456e-05,0.0,0.0,0.0,0.0
300,4,101,0.0,0.0,-0.04234749999988063,0.0036642249977063557,0.0,0.0036737030972313067,0.004546943464052378,-0.007000000000000006
300,4,202,0.0,0.0,-0.04174749999988181,0.003734901066550833,0.0,0.0012835181664200834,0.0059448934067291015,-0.004750000000000004
300,4,303,0.0,0.0,-0.04039749999988462,0.003302799476976759,0.0,0.000971711680024967,0.008301316900167999,-0.005250000000000005
300,4,404,0.0,0.0,-0.04099749999988278,0.0037223082145345643,0.0,0.0018070008274703175,0.007241026270001671,-0.0020000000000000018
300,4,505,0.0,0.0,-0.04286812499988013,0.003220295383670191,0.0,0.003612811498238888,0.006895443730000728,-0.009500000000000001
300,4,606,0.0,0.0,-0.03951187499988784,0.0036018632111023408,0.0,0.0004006919724222069,0.006284778229171617,-0.0010000000000000009
300,4,707,0.0,0.0,-0.04134499999988406,0.0036380508287194857,0.0,0.0006266747976221843,0.006058703511879426,-0.003500000000000003
300,4,808,0.0,0.0,-0.04150187499988223,8.111149619338676e-05,0.0,0.001964819971811027,0.004906816662739066,-0.0040000000000000036
300,4,909,0.0,0.0,-0.04313937499987952,0.0031276855807149673,0.0,0.0033749598935562397,0.007043965608123481,-0.007500000000000007
300,4,1010,0.0,0.0,-0.0433631249998786,0.0024784561784088055,0.0,0.0028358701740474057,0.0075937489877020425,-0.005500000000000005
300,6,101,0.0,0.0,-0.005989653431859532,5.642902053182297e-06,0.0,0.00528123234115957,0.0037254692824265634,-0.0021666666666667056
300,6,202,0.0,0.0,-0.00472052824140734,1.0902160518355686e-05,0.0,0.002418142914496546,0.0037303186960446766,0.003833333333333397
300,6,303,0.0,0.0,-0.005189318956989708,2.7465279259786257e-06,0.0,0.001877612256540706,0.00646009895606281,0.0030000000000000027
300,6,404,0.0,0.0,-0.004701077803797249,-1.348630194542011e-05,0.0,0.002500180300839705,0.006624443248164247,-0.0033333333333332993
300,6,505,0.0,0.0,-0.006125841750669436,9.403961882981093e-06,0.0,0.0017680730494671892,0.0028230593491570533,0.0043333333333333
300,6,606,0.0,0.0,-0.0061638999788160564,1.910541996608117e-06,0.0,0.00010266286667809377,0.0035208460080932147,0.0031666666666665955
300,6,707,0.0,0.0,-0.004705634633026867,-8.00689335989091e-06,0.0,0.003531294513894001,0.005374991142607866,0.0015000000000000013
300,6,808,0.0,0.0,-0.0059781052629829246,1.413785490456121e-06,0.0,0.0034796050735715345,0.006078836134137622,0.002666666666666595
300,6,909,0.0,0.0,-0.00586462367384144,2.0809743261906988e-07,0.0,-0.00042356203654869695,-0.0001843395372033152,-0.0006666666666667043
300,6,1010,0.0,0.0,-0.006165971256200553,8.93003532809189e-06,0.0,0.0031561465308742043,0.0028549789314271656,0.0020000000000000018
300,8,101,0.0,0.0,-0.011731944400265704,8.628257300813402e-05,0.0,-0.019300985772454704,0.0030539560046359826,-0.004375000000000004
300,8,202,0.0,0.0,-0.01092188933510918,1.2396753092502877e-05,0.0,-0.01924155251599141,0.0008274981699302186,-0.003124999999999989
300,8,303,0.0,0.0,-0.01130561912005601,6.976755067000795e-06,0.0,-0.01596480864494687,0.004775671277675975,-0.003249999999999989
300,8,404,0.0,0.0,-0.011767955800893737,1.5337364345668902e-05,0.0,-0.019141184718795834,0.002077307456092914,-0.001999999999999988
300,8,505,0.0,0.0,-0.011330792440637394,7.505782235739389e-07,0.0,-0.019216179504018605,0.00444199418548441,-0.005624999999999991
300,8,606,0.0,0.0,-0.012085781808685359,0.00011268377258488727,0.0,-0.01600767930334268,0.003910303377392621,-0.004250000000000004
300,8,707,0.0,0.0,-0.011651983079210781,-1.4449976063701797e-05,0.0,-0.017065874993657137,0.006385910140008444,-0.006875000000000006
300,8,808,0.0,0.0,-0.01215400723375526,2.9281448192364223e-05,0.0,-0.016823484704968805,0.004142822800530577,-0.0036250000000000032
300,8,909,0.0,0.0,-0.011491487668849443,-2.4655801418305145e-05,0.0,-0.019056646770036767,0.004234666298385981,-0.008249999999999993
300,8,1010,0.0,0.0,-0.011891299513778097,-7.96761604533458e-05,0.0,-0.022416642676270193,0.0019379348965810062,-0.00449999999999999
300,10,101,0.0,0.0,-0.004264511201527821,-0.0001732373003520138,0.0,-0.009399788067059711,0.0012291079224774348,-0.000999999999999994
300,10,202,0.0,0.0,-0.0036980988591989172,2.5504974871637387e-05,0.0,-0.009430308366053297,0.002145774857029492,-0.0020999999999999977
300,10,303,0.0,0.0,-0.004096293270581142,0.0003199739275530078,0.0,-0.009256831869237703,0.0013553685193047338,-0.0020000000000000018
300,10,404,0.0,0.0,-0.003793304886610005,-4.1321848335940103e-05,0.0,-0.010186431181229971,0.0015686341905420953,-0.00789999999999999
300,10,505,0.0,0.0,-0.004105852417199518,0.0001843656931868054,0.0,-0.008373565470347732,0.0025267656721852383,0.0
300,10,606,0.0,0.0,-0.0035818501259328173,-8.426529255700643e-06,0.0,-0.009869856721082093,0.0008452033378363311,-0.001999999999999995
300,10,707,0.0,0.0,-0.003379797979692345,8.984963809410829e-05,0.0,-0.007509534507160576,0.0026357414752047337,0.0
300,10,808,0.0,0.0,-0.0034529740720814495,4.393295409244047e-05,0.0,-0.009849555556810496,-0.0004717833777652114,0.0
300,10,909,0.0,0.0,-0.004503715431056987,5.440836879699873e-06,0.0,-0.008297921270160769,4.0108634558166933e-05,0.0
300,10,1010,0.0,0.0,-0.004130976602121361,-0.00010591078444122104,0.0,-0.010653736950386794,0.000997354033543063,-0.0020000000000000018
500,4,101,0.0,0.0,-0.0600999999998606,-4.295991238342971,0.0,0.0038188871878594433,0.009800074200149611,-0.006000000000000005
500,4,202,0.0,0.0,-0.05971999999986144,-3.7741433170395737,0.0,0.0019973962908118037,0.008040767385498082,-0.0020000000000000018
500,4,303,0.0,0.0,-0.057899999999865503,-3.7671798307710276,0.0,0.0009777274032733985,0.007393556126659817,-0.0020000000000000018
500,4,404,0.0,0.0,-0.05975999999986159,-5.208066685087992,0.0,0.004324654822045471,0.009800733610499934,-0.006000000000000005
500,4,505,0.0,0.0,-0.06111999999985862,-4.351588106741403,0.0,0.0020105742846022734,0.008015297660717069,-0.008
500,4,606,0.0,0.0,-0.05771999999986588,-3.866537653668381,0.0,0.0028267859694126596,0.009621950979269656,0.0
500,4,707,0.0,0.0,-0.05915999999986277,-4.638764483950126,0.0,0.0012701401632699283,0.008327940593062078,-0.0020000000000000018
500,4,808,0.0,0.0,-0.057559999999866274,-3.447939039963586,0.0,0.00016109617322979108,0.007520492619096264,-0.0020000000000000018
500,4,909,0.0,0.0,-0.059579999999861855,-4.302476761761277,0.0,0.0018858108798223694,0.009018508082433874,-0.006000000000000005
500,4,1010,0.0,0.0,-0.06177999999985695,-4.278690050050436,0.0,0.002500637289130414,0.011544626708212768,-0.0040000000000000036
500,6,101,0.0,0.0,-0.046865833333330165,-0.008012843897923005,0.0,0.0022221898116930316,0.006362162781324732,-0.004333333333333404
500,6,202,0.0,0.0,-0.047892916666665064,-0.0019479565270401622,0.0,0.0011891400436562227,0.006404000994280956,-0.0040000000000000036
500,6,303,0.0,0.0,-0.04773958333333583,-0.0006671084329070709,0.0,0.002677901952430728,0.007186590571811258,-0.0006666666666665932
500,6,404,0.0,0.0,-0.04770000000000074,-0.437215003483864,0.0,0.004607652126125683,0.008280428703550169,-0.0031666666666667065
500,6,505,0.0,0.0,-0.04683750000000009,-0.046154132141460025,0.0,0.0018725737277471843,0.0075319910870799145,-0.003999999999999997
500,6,606,0.0,0.0,-0.04537124999998954,-0.002666616380416542,0.0,0.0011359395502705816,0.0060417992527946884,-0.0033333333333332993
500,6,707,0.0,0.0,-0.04574041666666262,-0.022163624934613324,0.0,0.002796979671436828,0.008146657697586934,-0.0021666666666666917
500,6,808,0.0,0.0,-0.04608374999998943,-0.0118386126136798,0.0,0.000308017305000019,0.005455487287351457,-0.0020000000000000018
500,6,909,0.0,0.0,-0.04748833333332425,-0.0029255939460099967,0.0,0.0037267740779385328,0.00720420232325103,-0.004666666666666701
500,6,1010,0.0,0.0,-0.04825249999999759,-0.011689806699969552,0.0,0.0022637647471606126,0.007799196524973406,-0.0040000000000000036
500,8,101,0.0,0.0,-0.020315937499819636,7.207655217911224e-05,0.0,0.0029395061774226128,0.008488795505393165,-0.0050000000000000044
500,8,202,0.0,0.0,-0.018834062499815896,-8.141442007314481e-05,0.0,0.002370699597094794,0.006717495664995132,-0.004750000000000004
500,8,303,0.0,0.0,-0.017863437499808454,2.751285384761104e-05,0.0,0.0041537633270415375,0.007691619908290814,0.0020000000000000018
500,8,404,0.0,0.0,-0.019608437499818776,-0.00016308611732540612,0.0,0.004298668177712628,0.009165221733736573,-0.002250000000000002
500,8,505,0.0,0.0,-0.01960124999980839,-0.0001508334667192912,0.0,0.005159210461645469,0.00526278491575749,-0.004875000000000004
500,8,606,0.0,0.0,-0.018808749999816188,6.572895019019143e-05,0.0,0.004311639886880714,0.009739089046031824,-0.0051250000000000046
500,8,707,0.0,0.0,-0.01921249999981356,-1.3990319231993453e-06,0.0,0.0021187012516020176,0.0066510497689138415,-0.0037500000000000033
500,8,808,0.0,0.0,-0.017468124999805212,0.00016223514978719322,0.0,0.005096346938976759,0.005296476663344096,-0.0050000000000000044
500,8,909,0.0,0.0,-0.019929687499815718,1.5721931788448273e-05,0.0,0.003013608007936708,0.005211088174621126,-0.0020000000000000018
500,8,1010,0.0,0.0,-0.02087812499981645,2.2581942644706032e-06,0.0,0.005549204074754399,0.008730113935393136,-0.006000000000000005
500,10,101,0.0,0.0,-0.0036386363632782137,1.9899092109199046e-05,0.0,0.006771090544876679,0.005807175555064825,0.003699999999999995
500,10,202,0.0,0.0,-0.004073521980442196,0.00022318624341721716,0.0,0.00022314660602401615,0.0005249813077772281,0.0049999999999999906
500,10,303,0.0,0.0,-0.004046969696589242,6.386419417481193e-05,0.0,-5.711713361661319e-05,0.008761622416522896,0.009800000000000003
500,10,404,0.0,0.0,-0.004780697321500105,8.770834745774891e-05,0.0,-0.000706125197662888,0.003619177829041531,-0.0021999999999999936
500,10,505,0.0,0.0,-0.0026016649844773365,-2.735658459585011e-05,0.0,0.0016206431118324094,0.005593786244386889,0.003799999999999998
500,10,606,0.0,0.0,-0.003654370894018766,6.849902934646934e-05,0.0,0.0026425862580315984,0.005420159377833134,0.006099999999999994
500,10,707,0.0,0.0,-0.00287043610511295,3.838293724811592e-05,0.0,-0.001065767753236413,0.0010927995604370633,-0.0029
500,10,808,0.0,0.0,-0.003454797979421609,1.843888992425491e-05,0.0,0.007916266782041992,0.009148857023433155,0.003799999999999998
500,10,909,0.0,0.0,-0.004065942394788857,1.8134435940453386e-05,0.0,0.0012451445351159274,0.00369769299519096,0.0
500,10,1010,0.0,0.0,-0.0038273417717730185,3.451016844735477e-06,0.0,0.0037809821567106883,0.0066854442006549775,0.001999999999999988
750,4,101,0.0,0.0,-0.05679999999986807,-5.339864302841512,0.0,0.002079815388017936,0.0069454043673241594,-0.0040000000000000036
750,4,202,0.0,0.0,-0.05939999999986245,-4.56768103771563,0.0,0.0020495454063104712,0.007634240904526357,-0.0020000000000000018
750,4,303,0.0,0.0,-0.056439999999868706,-5.328459944847268,0.0,0.0006472869558885042,0.005956783399608145,0.0
750,4,404,0.0,0.0,-0.0594799999998622,-4.807720772374857,0.0,0.002312287214029707,0.007368086401878804,-0.0020000000000000018
750,4,505,0.0,0.0,-0.05967999999986151,-4.651525479274753,0.0,0.002906985888662006,0.005178926465112976,-0.0040000000000000036
750,4,606,0.0,0.0,-0.05571999999987043,-3.8577441637685297,0.0,0.004865526599027281,0.009563840442147864,-0.006000000000000005
750,4,707,0.0,0.0,-0.05665999999986837,-3.49516268673608,0.0,0.0028046892413131075,0.007912099940892148,0.0
750,4,808,0.0,0.0,-0.05805999999986555,-4.659398731542879,0.0,0.0006234495933654105,0.006364381422399257,-0.0020000000000000018
750,4,909,0.0,0.0,-0.055119999999871494,-2.7998466987653856,0.0,0.0024444630159792813,0.006744036931595532,0.0
750,4,1010,0.0,0.0,-0.057899999999865615,-2.803736797730892,0.0,0.002189472714830387,0.006322756144035324,-0.0020000000000000018
750,6,101,0.0,0.0,-0.042328749999957616,-0.3196429445554827,0.0,0.003262141373053029,0.0067564008756639815,-0.001833333333333298
750,6,202,0.0,0.0,-0.0401895833332947,-0.013186335953797368,0.0,0.004123513096076892,0.007518184682870133,-0.006666666666666703
750,6,303,0.0,0.0,-0.042024999999969004,-0.4984459680392064,0.0,0.0030193434934008834,0.006625810150869493,-0.0006666666666665932
750,6,404,0.0,0.0,-0.0398329166666237,-0.003141001179024272,0.0,0.00371695829189278,0.006295878303402058,-0.002666666666666692
750,6,505,0.0,0.0,-0.038515416666616065,-0.00585326299275124,0.0,0.004592414993769833,0.008185205727649358,-0.006333333333333302
750,6,606,0.0,0.0,-0.04035791666662247,-0.01464110139139052,0.0,0.003937492650317287,0.008131305800368471,-0.004500000000000004
750,6,707,0.0,0.0,-0.03960916666662273,-0.0006961539375680559,0.0,0.0033326395048204893,0.0067544913331911705,-0.002666666666666595
750,6,808,0.0,0.0,-0.04110791666663349,-0.16995959789365145,0.0,0.005770365864942895,0.008001910256834055,-0.0033333333333332993
750,6,909,0.0,0.0,-0.040039583333290274,-0.01246941434288118,0.0,0.003969855051708604,0.0060749758360451045,-0.004666666666666597
750,6,1010,0.0,0.0,-0.03923541666661845,-0.3875231858550592,0.0,0.003447115986580873,0.008397446565300504,-0.0033333333333332923
750,8,101,0.0,0.0,-0.045082500000022674,-0.09021738730666584,0.0,0.003791188513783794,0.009433235979637744,-0.0040000000000000036
750,8,202,0.0,0.0,-0.04388687500002009,-0.007381435323608798,0.0,0.0016979215250317314,0.007263976841178854,-0.0050000000000000044
750,8,303,0.0,0.0,-0.04323875000002109,-0.0009618128967545658,0.0,0.002576822882269403,0.006099720896326599,-0.0030000000000000027
750,8,404,0.0,0.0,-0.04287031250002227,-0.008379017704143621,0.0,0.004070245202690004,0.00744673654108452,-0.0051250000000000046
750,8,505,0.0,0.0,-0.044552500000027306,-0.02370290699889921,0.0,0.003469237312285489,0.008419001041126584,-0.0050000000000000044
750,8,606,0.0,0.0,-0.04328781250001934,-0.004440454903637203,0.0,0.0026506430957308202,0.0065600614438563465,-0.0051250000000000046
750,8,707,0.0,0.0,-0.044005312500027594,-0.011287809871461718,0.0,0.003920692272733506,0.008363358141175059,-0.007875000000000007
750,8,808,0.0,0.0,-0.04213468750001992,-0.0004543203995481804,0.0,0.00243691789245698,0.005456069423051435,-0.002125000000000002
750,8,909,0.0,0.0,-0.04194875000001386,-0.004113414369257384,0.0,-0.00011877402313714702,0.006309037317762667,-0.0051250000000000046
750,8,1010,0.0,0.0,-0.04566625000004343,-0.006627072684956659,0.0,0.003451582156562605,0.007819664004050098,-0.004125000000000004
750,10,101,0.0,0.0,-0.041057999999931205,-0.0005362792028478225,0.0,0.002626890463242937,0.0067101762101065,-0.0021000000000000046
750,10,202,0.0,0.0,-0.04097949999992612,-0.001807596470989381,0.0,0.0006512612135535778,0.006650202838745067,-0.006000000000000005
750,10,303,0.0,0.0,-0.041988249999932004,-0.003163732136265196,0.0,0.004032338510801536,0.007691374690066866,-0.00010000000000000286
750,10,404,0.0,0.0,-0.03707399999993055,-0.0010195344329702039,0.0,0.0011206027292364196,0.005365997060183814,-0.004100000000000006
750,10,505,0.0,0.0,-0.040775749999931166,3.5439585928997985e-05,0.0,0.004699897308533485,0.01192110468378349,-0.0059000000000000025
750,10,606,0.0,0.0,-0.04107799999993422,-0.0005161942974041267,0.0,0.002435756359977892,0.009920424831712293,-0.0039000000000000007
750,10,707,0.0,0.0,-0.03616099999993072,-0.001590057201781292,0.0,-0.0003629337554719725,0.007114238144893981,-0.0040000000000000036
750,10,808,0.0,0.0,-0.04087799999993036,-2.254557217185038e-05,0.0,0.0030543797426885733,0.004602931524109177,-0.0030000000000000027
750,10,909,0.0,0.0,-0.038284749999915046,-0.00013901921271042283,0.0,9.761089233284448e-06,0.00577651709508975,-0.0039000000000000007
750,10,1010,0.0,0.0,-0.039563499999929586,-4.1931343595535964e-05,0.0,-0.0008793652129300833,0.003975700398885618,-0.002799999999999997
1000,4,101,0.0,0.0,-0.059499999999861886,-2.4403279746269106,0.0,0.004513561749253825,0.009034910914898053,-0.006000000000000005
1000,4,202,0.0,0.0,-0.058239999999864844,-2.665638399527303,0.0,0.0014445183131975847,0.006681475374608947,-0.006000000000000005
1000,4,303,0.0,0.0,-0.05697999999986758,-2.437865922426063,0.0,0.003690920360011396,0.008570273896804426,-0.0020000000000000018
1000,4,404,0.0,0.0,-0.058519999999864236,-2.312494353854632,0.0,0.0046719721773360035,0.007594593857213394,-0.006000000000000005
1000,4,505,0.0,0.0,-0.06145999999985763,-2.6050938187074877,0.0,0.0042510588516812,0.008893879526223558,-0.008
1000,4,606,0.0,0.0,-0.05837999999986421,-2.1600179162475825,0.0,0.0029444962290235965,0.007194331774569629,-0.006000000000000005
1000,4,707,0.0,0.0,-0.05949999999986211,-2.47622173595267,0.0,0.0031178286868673855,0.00785687432405291,-0.006000000000000005
1000,4,808,0.0,0.0,-0.05809999999986526,-2.3103453311909448,0.0,0.0037477521601478325,0.007354238784522127,-0.006000000000000005
1000,4,909,0.0,0.0,-0.05697999999986769,-2.2678056590641233,0.0,0.002149357978910915,0.005579518252931792,-0.006000000000000005
1000,4,1010,0.0,0.0,-0.05935999999986208,-2.494568800226091,0.0,0.005405822611465383,0.009232569167406224,-0.006000000000000005
1000,6,101,0.0,0.0,-0.06106666666672389,-5.919705540445044,0.0,0.0034119252222895025,0.010055678137192103,-0.004666666666666701
1000,6,202,0.0,0.0,-0.05948000000005915,-4.606801299692869,0.0,0.0023985775938510923,0.008096240281218692,-0.006666666666666703
1000,6,303,0.0,0.0,-0.05926666666672564,-5.076507247260281,0.0,0.0036414041628666793,0.008944901402079486,-0.002666666666666706
1000,6,404,0.0,0.0,-0.05980666666672474,-4.834686567019517,0.0,0.004531428160029716,0.008172484602974373,-0.004666666666666701
1000,6,505,0.0,0.0,-0.06027333333339313,-5.002984408335834,0.0,0.0015444274303968997,0.006986562563356613,-0.005333333333333405
1000,6,606,0.0,0.0,-0.057540000000056546,-5.234179334427537,0.0,0.002147071344922702,0.006327481918212641,-0.004666666666666701
1000,6,707,0.0,0.0,-0.058813333333392004,-4.677002731094632,0.0,0.0034323474638736085,0.008810244313458115,-0.0013333333333334085
1000,6,808,0.0,0.0,-0.05925333333339178,-5.674098380835304,0.0,0.0019058784707755017,0.00701681301317747,-0.0040000000000000036
1000,6,909,0.0,0.0,-0.05986000000005831,-4.873661097737411,0.0,0.0023437307333787905,0.007395232127966889,-0.005333333333333405
1000,6,1010,0.0,0.0,-0.059966666666722346,-5.24510097609857,0.0,0.004754454686964282,0.01057650241221919,-0.005333333333333405
1000,8,101,0.0,0.0,-0.05083468750008113,-1.915855057776298,0.0,0.00257882488642891,0.009553269269969356,-0.0038750000000000034
1000,8,202,0.0,0.0,-0.05165000000008557,-1.8000455780558866,0.0,0.0035427956427737106,0.008476096704506109,-0.006000000000000005
1000,8,303,0.0,0.0,-0.05070187500008638,-2.5766123888563257,0.0,0.0032318964480096968,0.006908750424804544,-0.0030000000000000027
