configuration,level,period_ms,lines,seed,epochs,total_regions,completed,expired_waiting,admission_infeasible,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,scheduler,release_mode,early_exit,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s
ESATD-L2,2,150,6,1010,1000,24000,19479,0,4521,1979,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,ESATD-L2,periodic,False,6000,6000,0.39953005162572713,5484,0.47742137342961655,0.47348378412410785,0.5265162158758921,0.198,0.07789132180388941,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,101,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,ESATD-L2,periodic,False,8000,8000,0.32782560007245143,6862,0.45273826153509256,0.36480411473707125,0.6351958852629287,0.28575,0.12491266146264113,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,202,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,ESATD-L2,periodic,False,8000,8000,0.3300496637758325,6884,0.4534269523628209,0.36483948592039384,0.6351605140796062,0.284875,0.12337728858698838,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,303,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,ESATD-L2,periodic,False,8000,8000,0.3292225962561238,6904,0.4541859739568242,0.3583920445520712,0.6416079554479288,0.285125,0.12496337770070037,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,404,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,ESATD-L2,periodic,False,8000,8000,0.32677498005749156,6851,0.4531959169068318,0.35649416368262876,0.6435058363173712,0.29125,0.12642093684934025,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,505,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,ESATD-L2,periodic,False,8000,8000,0.32805169493341935,6912,0.4516362375907275,0.36241499376321445,0.6375850062367856,0.28575,0.12358454265730817,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,606,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,ESATD-L2,periodic,False,8000,8000,0.3277975926187139,6853,0.45542401516616543,0.35124015716715995,0.64875984283284,0.283875,0.12762642254745155,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,707,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,ESATD-L2,periodic,False,8000,8000,0.32815927402663847,6880,0.4521451677371762,0.3646080174325017,0.6353919825674983,0.2905,0.12398589371053775,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,808,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,ESATD-L2,periodic,False,8000,8000,0.330659388655169,6883,0.45722456399975314,0.3673093331457311,0.6326906668542689,0.285375,0.12656517534458417,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,909,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,ESATD-L2,periodic,False,8000,8000,0.32643551358735995,6866,0.45179713658822274,0.3630289047993616,0.6369710952006384,0.28575,0.1253616230008628,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,8,1010,1000,32000,19479,0,12521,1979,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,d3b8735acadda44f30d6c9e91006c692298437fd0395e4753048eb08f289bf45,ESATD-L2,periodic,False,8000,8000,0.32568832473228193,6856,0.452543634486729,0.35192998797153097,0.648070012028469,0.286,0.1268553097544471,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,101,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,ba24034ae3cf4562ab6a0153556be98ed2c4b4bffe7e7bdc8e8a9fe95da3ae23,ESATD-L2,periodic,False,10000,10000,0.2940406830964865,8320,0.4373327537207486,0.28711775527485006,0.7128822447251499,0.3401,0.14329207062426208,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,202,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,a31dd7180ec5a17c6109cc36edd6a1a2865732b406c1cba67be0cad853f4b566,ESATD-L2,periodic,False,10000,10000,0.29638731130735196,8198,0.44811106377419846,0.32888078446092917,0.6711192155390708,0.34,0.1517237524668465,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,303,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,50217851ecebf8d2338a275cd29e82ffabe16ff153d1881d800178b818384e08,ESATD-L2,periodic,False,10000,10000,0.2857543059265292,8259,0.44147241684496497,0.2818509829871305,0.7181490170128695,0.3224,0.1557181109184358,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,404,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,666c91aca3d98fc592001468c87d42b3811143a5760cc295453880e244dc758a,ESATD-L2,periodic,False,10000,10000,0.2859219128758531,8157,0.43752607294667983,0.3080588228651528,0.6919411771348472,0.3541,0.15160416007082672,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,505,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,04672988e5cbc3ed558a7a8a37b1047a717d071003dab2e756353934eb08b021,ESATD-L2,periodic,False,10000,10000,0.2956654098964643,8295,0.4440030866881714,0.3040220074907367,0.6959779925092633,0.3442,0.14833767679170712,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,606,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4774fcd2535e12b211f86580e78668e1e9bd961da670be7bd6bd7a6c26dc59af,ESATD-L2,periodic,False,10000,10000,0.2832534709757815,8196,0.435815098878707,0.2993303729105656,0.7006696270894344,0.3503,0.1525616279029255,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,707,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,ESATD-L2,periodic,False,10000,10000,0.29045256944682607,8174,0.44843121531343444,0.29811679822315285,0.7018832017768472,0.3308,0.15797864586660837,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,808,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,ESATD-L2,periodic,False,10000,10000,0.2889064842196727,8158,0.44477411691692303,0.29611766798540495,0.703882332014595,0.3501,0.15586763269725035,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,909,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,ESATD-L2,periodic,False,10000,10000,0.28478134957735746,8241,0.4369773293676995,0.2868891459490238,0.7131108540509762,0.3458,0.15219597979034205,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,150,10,1010,1000,40000,19479,0,20521,1979,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,ESATD-L2,periodic,False,10000,10000,0.2976458690836511,8239,0.4521789559632986,0.30325495664335733,0.6967450433566427,0.3281,0.1545330868796475,34.291903854671325,0.0,35.52910071708515,150.00771428572025
ESATD-L2,2,200,4,101,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,ESATD-L2,periodic,False,4000,4000,0.5124772894875397,4000,0.5124772894875397,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,202,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,ESATD-L2,periodic,False,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,303,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,ESATD-L2,periodic,False,4000,4000,0.5124772894875395,4000,0.5124772894875395,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,404,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,ESATD-L2,periodic,False,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,505,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,ESATD-L2,periodic,False,4000,4000,0.512477289487539,4000,0.512477289487539,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,606,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,ESATD-L2,periodic,False,4000,4000,0.512477289487539,4000,0.512477289487539,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,707,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,ESATD-L2,periodic,False,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,808,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,ESATD-L2,periodic,False,4000,4000,0.5124772894875389,4000,0.5124772894875389,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,909,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,ESATD-L2,periodic,False,4000,4000,0.5124772894875389,4000,0.5124772894875389,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,4,1010,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,ESATD-L2,periodic,False,4000,4000,0.5124772894875392,4000,0.5124772894875392,0.6418486865905856,0.3581513134094144,0.056,0.0,29.95039210707976,0.0,29.999833926453096,199.93200000000002
ESATD-L2,2,200,6,101,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,ESATD-L2,periodic,False,6000,6000,0.5124772894875365,6000,0.5124772894875365,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,202,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,ESATD-L2,periodic,False,6000,6000,0.5124772894875366,6000,0.5124772894875366,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,303,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,ESATD-L2,periodic,False,6000,6000,0.5124772894875367,6000,0.5124772894875367,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,404,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,ESATD-L2,periodic,False,6000,6000,0.5124772894875366,6000,0.5124772894875366,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,505,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,ESATD-L2,periodic,False,6000,6000,0.5124772894875372,6000,0.5124772894875372,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,606,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,ESATD-L2,periodic,False,6000,6000,0.512477289487537,6000,0.512477289487537,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,707,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,ESATD-L2,periodic,False,6000,6000,0.5124772894875375,6000,0.5124772894875375,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,808,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,ESATD-L2,periodic,False,6000,6000,0.512477289487537,6000,0.512477289487537,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,909,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,ESATD-L2,periodic,False,6000,6000,0.5124772894875373,6000,0.5124772894875373,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,6,1010,1000,24000,24000,0,0,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,ESATD-L2,periodic,False,6000,6000,0.5124772894875369,6000,0.5124772894875369,0.6418486865905856,0.3581513134094144,0.056,0.0,29.950407467456785,0.0,29.999833926452997,199.99413333333342
ESATD-L2,2,200,8,101,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,ESATD-L2,periodic,False,8000,8000,0.40936792837336544,7340,0.48260340016642916,0.48200518094590933,0.5179948190540906,0.1885,0.07323547179306372,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,202,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,ESATD-L2,periodic,False,8000,8000,0.4082381361325315,7406,0.4826949960637021,0.4801378338666727,0.5198621661333274,0.181875,0.07445685993117057,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,303,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,ESATD-L2,periodic,False,8000,8000,0.4094424679552727,7395,0.4827118056320339,0.48045315050192255,0.5195468494980775,0.181625,0.07326933767676119,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,404,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,ESATD-L2,periodic,False,8000,8000,0.40509172565236784,7346,0.4831452854105845,0.4678932121617359,0.5321067878382642,0.187875,0.07805355975821665,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,505,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,ESATD-L2,periodic,False,8000,8000,0.4074011340002321,7442,0.4775556388679901,0.4762872174292706,0.5237127825707294,0.179625,0.07015450486775798,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,606,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,ESATD-L2,periodic,False,8000,8000,0.4006254561417913,7365,0.4747708401770551,0.46296230126299337,0.5370376987370067,0.186125,0.07414538403526383,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,707,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,ESATD-L2,periodic,False,8000,8000,0.4061123000773008,7347,0.48181514894763433,0.473146126528812,0.5268538734711881,0.186875,0.07570284887033352,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,808,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,ESATD-L2,periodic,False,8000,8000,0.4008040155426425,7289,0.47797916473908003,0.48161569094953527,0.5183843090504647,0.1965,0.07717514919643753,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,909,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,ESATD-L2,periodic,False,8000,8000,0.40899642534247005,7332,0.484059830113069,0.48380110048993363,0.5161988995100664,0.184875,0.07506340477059897,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,8,1010,1000,32000,25656,0,6344,1996,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,d3b8735acadda44f30d6c9e91006c692298437fd0395e4753048eb08f289bf45,ESATD-L2,periodic,False,8000,8000,0.39767089178104936,7319,0.473185318714969,0.4749344886120245,0.5250655113879755,0.198,0.07551442693391963,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,101,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,ba24034ae3cf4562ab6a0153556be98ed2c4b4bffe7e7bdc8e8a9fe95da3ae23,ESATD-L2,periodic,False,10000,10000,0.3549424199377179,8747,0.46713353509473904,0.3669606565287271,0.6330393434712729,0.2635,0.11219111515702113,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,202,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,a31dd7180ec5a17c6109cc36edd6a1a2865732b406c1cba67be0cad853f4b566,ESATD-L2,periodic,False,10000,10000,0.35194350973045235,8729,0.4664341994268029,0.4074227844904378,0.5925772155095622,0.2639,0.11449068969635057,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,303,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,50217851ecebf8d2338a275cd29e82ffabe16ff153d1881d800178b818384e08,ESATD-L2,periodic,False,10000,10000,0.35029090918848527,8798,0.46287475137378614,0.3847960373724113,0.6152039626275887,0.2434,0.11258384218530088,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,404,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,666c91aca3d98fc592001468c87d42b3811143a5760cc295453880e244dc758a,ESATD-L2,periodic,False,10000,10000,0.3539155355612132,8697,0.46335512159274583,0.4127626029597139,0.5872373970402861,0.2713,0.10943958603153264,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,505,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,04672988e5cbc3ed558a7a8a37b1047a717d071003dab2e756353934eb08b021,ESATD-L2,periodic,False,10000,10000,0.35413845175780767,8853,0.45887926116028566,0.39060353026870726,0.6093964697312928,0.2631,0.10474080940247799,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,606,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4774fcd2535e12b211f86580e78668e1e9bd961da670be7bd6bd7a6c26dc59af,ESATD-L2,periodic,False,10000,10000,0.34988776354844037,8647,0.4731232088118805,0.3747203090392548,0.6252796909607452,0.2593,0.12323544526344016,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,707,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,ESATD-L2,periodic,False,10000,10000,0.3488416736373595,8646,0.47037877413790025,0.3843010633568883,0.6156989366431117,0.2595,0.12153710050054073,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,808,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,ESATD-L2,periodic,False,10000,10000,0.35036140950038475,8705,0.46626804731859145,0.39253342241967165,0.6074665775803283,0.2591,0.1159066378182067,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,909,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,ESATD-L2,periodic,False,10000,10000,0.34729186510423476,8819,0.4573368894164128,0.38441554935764777,0.6155844506423522,0.2569,0.11004502431217805,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,200,10,1010,1000,40000,25656,0,14344,1996,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,ESATD-L2,periodic,False,10000,10000,0.3567302780396292,8719,0.47414960653676425,0.38545106264390083,0.6145489373560992,0.2529,0.11741932849713504,33.4560426080219,0.0,35.5573978078007,200.01654010696748
ESATD-L2,2,250,4,101,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,ESATD-L2,periodic,False,4000,4000,0.5124772894875397,4000,0.5124772894875397,0.6418486865905856,0.3581513134094144,0.056,0.0,29.960275247433565,0.0,29.999833926453114,249.882
ESATD-L2,2,250,4,202,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,ESATD-L2,periodic,False,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,29.960275247433565,0.0,29.999833926453114,249.882
ESATD-L2,2,250,4,303,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,ESATD-L2,periodic,False,4000,4000,0.5124772894875395,4000,0.5124772894875395,0.6418486865905856,0.3581513134094144,0.056,0.0,29.960275247433565,0.0,29.999833926453114,249.882
ESATD-L2,2,250,4,404,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,ESATD-L2,periodic,False,4000,4000,0.5124772894875393,4000,0.5124772894875393,0.6418486865905856,0.3581513134094144,0.056,0.0,29.960275247433565,0.0,29.999833926453114,249.882
ESATD-L2,2,250,4,505,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,ESATD-L2,periodic,False,4000,4000,0.512477289487539,4000,0.512477289487539,0.6418486865905856,0.3581513134094144,0.056,0.0,29.960275247433565,0.0,29.999833926453114,249.882
ESATD-L2,2,250,4,606,1000,16000,16000,0,0,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,ESATD-L2,periodic,False,4000,4000,0.512477289487539,4000,0.512477289487539,0.6418486865905856,0.3581513134094144,0.056,0.0,29.960275247433565,0.0,29.999833926453114,249.882
