axis,response_factor,ambient_c,period_ms,lines,epochs,seed,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_pre_rejection_rate,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s
response,1.0,25.0,200,4,1000,303,0.0,0.0,0.0,4000,4000,0.49430680076344824,4000,0.49467573170996354,0.6365931139755348,0.36340688602446525,0.06225,0.0003689309465153001,59.43140530672139,0.0,59.999976799125186,199.97887878787878
response,1.0,25.0,200,4,1000,404,0.0,0.0,0.0,4000,4000,0.4887032831612856,4000,0.48979460146772474,0.6340855103559984,0.36591448964400164,0.06575,0.0010913183064391596,59.35694415820892,0.0,59.99997948370135,199.98842424242423
response,1.0,25.0,200,4,1000,505,0.0,0.0,0.0,4000,4000,0.49573228725878055,4000,0.49750454704586144,0.6355954364187886,0.3644045635812114,0.062,0.0017722597870808987,59.32683744041873,0.0,59.99994913349854,199.98478787878787
response,1.0,25.0,200,4,1000,606,0.0,0.0,0.0,4000,4000,0.4883829550170742,3992,0.49053440096629175,0.6260669980698235,0.37393300193017653,0.06275,0.0021514459492175675,59.43448923057657,0.0,59.99998807732965,199.95542424242424
response,1.0,25.0,200,4,1000,707,0.0,0.0,0.0,4000,4000,0.4929001801906568,4000,0.49375373393208244,0.6388296690312297,0.36117033096877027,0.06075,0.00085355374142565,59.398901933482314,0.0,59.99999471684805,199.99139393939393
response,1.0,25.0,200,4,1000,808,0.0,0.0,0.0,4000,4000,0.49293851178308845,3992,0.4950081666448595,0.6364990346644602,0.36350096533553977,0.066,0.0020696548617710753,59.38763701140579,0.0,59.999998273751366,199.98775757575757
response,1.0,25.0,200,4,1000,909,0.0,0.0,0.0,4000,4000,0.49024310656860537,3992,0.491919737123812,0.6351017956485676,0.3648982043514324,0.064,0.0016766305552066152,59.41659016602245,0.0,59.99999253464545,199.98021818181817
response,1.0,25.0,200,4,1000,1010,0.0,0.0,0.0,4000,4000,0.4962290231434257,3992,0.4977726926302029,0.6353833947780141,0.3646166052219859,0.06175,0.0015436694867771994,59.42284886499978,0.0,59.999992664397794,199.964495543672
response,1.1,25.0,200,4,1000,101,0.0,0.01875,0.01875,4000,4000,0.4937488664493742,3998,0.4951343263280104,0.638967691860181,0.361032308139819,0.07175,0.0013854598786361971,59.48400213908525,0.37521081691810976,60.06367199549579,199.9602424242424
response,1.1,25.0,200,4,1000,202,0.0,0.027,0.027,4000,4000,0.4909561977133326,3989,0.49542991813555287,0.6318072888087926,0.36819271119120744,0.068,0.004473720422220273,59.497012256256085,0.4097193646466565,60.06374063988909,199.98211125541124
response,1.1,25.0,200,4,1000,303,0.0,0.01475,0.01475,4000,4000,0.4944384878185839,3974,0.49886880703584907,0.639111536046131,0.360888463953869,0.06775,0.004430319217265166,59.511206334722274,0.4285644236021872,60.06335720566406,199.96065966386556
response,1.1,25.0,200,4,1000,404,0.0,0.02625,0.02625,4000,4000,0.4936299228790003,3977,0.49949703042965304,0.6361205640332372,0.36387943596676275,0.07225,0.005867107550652728,59.49104092887795,0.3397756652381949,60.06263609704437,199.96793226381462
response,1.1,25.0,200,4,1000,505,0.0,0.023,0.023,4000,4000,0.4909847497836687,3999,0.4944168548565781,0.630451963563292,0.36954803643670797,0.068,0.0034321050729094194,59.46978397578007,0.38254533833063276,60.06356837831467,199.96527356760885
response,1.1,25.0,200,4,1000,606,0.0,0.02625,0.02625,4000,4000,0.4921947937130982,3982,0.4966334964590961,0.6268570643990864,0.3731429356009136,0.07025,0.004438702745997891,59.52212342793463,0.48057489755149385,60.06325926206202,199.9691900178253
response,1.1,25.0,200,4,1000,707,0.0,0.021,0.021,4000,4000,0.4919938702283436,3989,0.4949399918065684,0.6349290610466441,0.36507093895335585,0.073,0.0029461215782247696,59.492686103245425,0.36468468249906516,60.063685803701404,199.98775757575757
response,1.1,25.0,200,4,1000,808,0.0,0.01325,0.01325,4000,4000,0.4964257446069949,3988,0.4999955795931808,0.6307146973747473,0.3692853026252527,0.07,0.0035698349861859047,59.494992621224526,0.3577722305788776,60.06350928557117,199.98775757575757
