configuration,mandatory_count,total_regions,mandatory_infeasible,optional_skipped,dispatch_infeasible,expired_waiting,completed,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,period_ms,lines,epochs,seed,budget_mode,network_mode,release_mode,priority_overhead_ms,all_regions_mandatory,enable_productive_cooling,fixed_voltage_index,enforce_thermal_feasibility,plant_thermal_response_factor,plant_ambient_c,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,optional_region_on_time_coverage,defect_region_mandatory_coverage,defect_region_on_time_coverage,all_defect_regions_on_time_image_rate,any_defect_region_on_time_image_rate,defect_positive_regions,defective_images_for_coverage
HBTASP-Top1,1,24000,0,348,0,0,23652,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,250,6,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.48928187676357476,5988,0.492833744177922,0.642267082457863,0.357732917542137,0.06666666666666667,0.0035518674143472095,0.9806666666666667,0.31368631368631367,0.986013986013986,0.972,0.994,12012,6000
HBTASP-Top1,1,24000,0,364,0,0,23636,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,250,6,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.4903700127746138,5992,0.4931001156800562,0.6382837493841725,0.36171625061582746,0.06883333333333333,0.0027301029054423998,0.9797777777777777,0.31368631368631367,0.987012987012987,0.974,0.994,12012,6000
HBTASP-Top1,1,32000,0,1472,0,0,30528,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,250,8,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.470024805668835,7915,0.4809914764074372,0.630869426983121,0.369130573016879,0.086,0.010966670738602247,0.9386666666666666,0.31368631368631367,0.9595404595404595,0.926,0.975,16016,8000
HBTASP-Top1,1,32000,0,1416,0,0,30584,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,250,8,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.4708592227088121,7921,0.4806029416521382,0.6298905683795757,0.3701094316204243,0.085875,0.009743718943326096,0.941,0.31368631368631367,0.9595404595404595,0.926,0.977,16016,8000
HBTASP-Top1,1,32000,0,1352,0,0,30648,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,250,8,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.4669284200463647,7952,0.47572957367334023,0.6209398765303574,0.3790601234696426,0.087,0.008801153626975533,0.9436666666666667,0.31368631368631367,0.957042957042957,0.923,0.974,16016,8000
HBTASP-Top1,1,32000,0,1392,0,0,30608,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,250,8,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.47136196209217085,7968,0.4792094212459885,0.6256678538937893,0.3743321461062107,0.082,0.007847459153817626,0.942,0.31368631368631367,0.9585414585414586,0.924,0.979,16016,8000
HBTASP-Top1,1,32000,0,1272,0,0,30728,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,250,8,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.47312182307779405,7952,0.48126833899204596,0.6330926444341521,0.36690735556584786,0.077,0.008146515914251917,0.947,0.31368631368631367,0.9635364635364635,0.932,0.981,16016,8000
HBTASP-Top1,1,32000,0,1304,0,0,30696,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,250,8,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.4716066196198606,7936,0.48062206856296874,0.6262593604329556,0.3737406395670444,0.081,0.009015448943108129,0.9456666666666667,0.31368631368631367,0.9600399600399601,0.923,0.978,16016,8000
HBTASP-Top1,1,32000,0,1440,0,0,30560,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,250,8,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.47084622377602425,7927,0.4812014908245399,0.6267471025715273,0.3732528974284727,0.083,0.010355267048515637,0.94,0.31368631368631367,0.958041958041958,0.922,0.977,16016,8000
HBTASP-Top1,1,32000,0,1336,0,0,30664,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,250,8,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.47361100755863705,7952,0.48015031713068995,0.6321908080505102,0.3678091919494898,0.083,0.006539309572052898,0.9443333333333334,0.31368631368631367,0.9660339660339661,0.936,0.979,16016,8000
HBTASP-Top1,1,32000,0,1320,0,0,30680,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,250,8,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.47102087796029246,7936,0.4800775925785839,0.6325599593588915,0.36744004064110847,0.079,0.00905671461829144,0.945,0.31368631368631367,0.961038961038961,0.926,0.981,16016,8000
HBTASP-Top1,1,32000,0,1304,0,0,30696,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,d3b8735acadda44f30d6c9e91006c692298437fd0395e4753048eb08f289bf45,250,8,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.4727578230432872,7944,0.48077388060181825,0.6299567154803422,0.37004328451965784,0.082,0.008016057558531076,0.9456666666666667,0.31368631368631367,0.9635364635364635,0.931,0.979,16016,8000
HBTASP-Top1,1,40000,0,3360,0,0,36640,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,ba24034ae3cf4562ab6a0153556be98ed2c4b4bffe7e7bdc8e8a9fe95da3ae23,250,10,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.42630152225086715,9780,0.44399817160296456,0.6246522537697872,0.37534774623021283,0.104,0.017696649352097416,0.888,0.31368631368631367,0.9280719280719281,0.862,0.95,20020,10000
HBTASP-Top1,1,40000,0,3280,0,0,36720,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,a31dd7180ec5a17c6109cc36edd6a1a2865732b406c1cba67be0cad853f4b566,250,10,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.4221130987554973,9740,0.4405667315907925,0.6309799967045968,0.3690200032954032,0.108,0.01845363283529522,0.8906666666666667,0.31368631368631367,0.932067932067932,0.866,0.948,20020,10000
HBTASP-Top1,1,40000,0,3260,0,0,36740,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,50217851ecebf8d2338a275cd29e82ffabe16ff153d1881d800178b818384e08,250,10,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.4270164259792129,9800,0.4441508133733191,0.610959845124291,0.389040154875709,0.098,0.017134387394106165,0.8913333333333333,0.31368631368631367,0.9300699300699301,0.864,0.96,20020,10000
HBTASP-Top1,1,40000,0,3500,0,0,36500,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,666c91aca3d98fc592001468c87d42b3811143a5760cc295453880e244dc758a,250,10,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.4227075588608759,9740,0.44343619519246086,0.6098556624926815,0.3901443375073185,0.112,0.02072863633158495,0.8833333333333333,0.31368631368631367,0.919080919080919,0.846,0.946,20020,10000
HBTASP-Top1,1,40000,0,3380,0,0,36620,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,04672988e5cbc3ed558a7a8a37b1047a717d071003dab2e756353934eb08b021,250,10,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.42687204204049156,9820,0.44382495735215466,0.6239904530569481,0.3760095469430519,0.098,0.016952915311663097,0.8873333333333333,0.31368631368631367,0.932067932067932,0.87,0.956,20020,10000
HBTASP-Top1,1,40000,0,3400,0,0,36600,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4774fcd2535e12b211f86580e78668e1e9bd961da670be7bd6bd7a6c26dc59af,250,10,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.42750513762979336,9760,0.4462265300845254,0.6245465008348547,0.37545349916514525,0.102,0.018721392454732033,0.8866666666666667,0.31368631368631367,0.9250749250749251,0.854,0.952,20020,10000
HBTASP-Top1,1,40000,0,3420,0,0,36580,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,250,10,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.421590847180761,9720,0.44418169923166906,0.6244979723543859,0.37550202764561413,0.114,0.02259085205090805,0.886,0.31368631368631367,0.9150849150849151,0.834,0.942,20020,10000
HBTASP-Top1,1,40000,0,3380,0,0,36620,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,250,10,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.4252033871156465,9800,0.44414447320984296,0.6168639210303353,0.38313607896966473,0.1,0.01894108609419648,0.8873333333333333,0.31368631368631367,0.9210789210789211,0.848,0.952,20020,10000
HBTASP-Top1,1,40000,0,3300,0,0,36700,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,250,10,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.4206925412728475,9780,0.4382902416055371,0.6234972965412031,0.3765027034587969,0.114,0.017597700332689592,0.89,0.31368631368631367,0.922077922077922,0.846,0.94,20020,10000
HBTASP-Top1,1,40000,0,3500,0,0,36500,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,250,10,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,10000,10000,0.42679926060222206,9780,0.44362401922311023,0.6242187738907461,0.3757812261092539,0.108,0.01682475862088817,0.8833333333333333,0.31368631368631367,0.922077922077922,0.852,0.946,20020,10000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,300,4,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.49422103622030267,4000,0.49422103622030267,0.6343798443478353,0.36562015565216466,0.06,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,300,4,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.49377424203865544,4000,0.49377424203865544,0.6347656303126322,0.3652343696873678,0.062,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,300,4,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.4933532910277673,4000,0.4933532910277673,0.6316779619538362,0.3683220380461638,0.062,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,300,4,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.49712132651850294,4000,0.49712132651850294,0.6373392676967811,0.36266073230321894,0.06375,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,300,4,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.4950360653124071,4000,0.4950360653124071,0.6383446830218568,0.36165531697814324,0.062,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,300,4,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.4944495985180446,4000,0.4944495985180446,0.6325778407130006,0.3674221592869994,0.064,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,300,4,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.49256001199576194,4000,0.49256001199576194,0.6326269667840994,0.36737303321590065,0.062,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,300,4,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.49351640136875874,4000,0.49351640136875874,0.6326826560488412,0.3673173439511588,0.062,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,300,4,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.49392910996663153,4000,0.49392910996663153,0.6327568500165388,0.3672431499834612,0.064,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,16000,0,0,0,0,16000,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,300,4,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,4000,4000,0.4980972102769603,4000,0.4980972102769603,0.6345342494026772,0.3654657505973228,0.059,0.0,1.0,0.31368631368631367,1.0,1.0,1.0,8008,4000
HBTASP-Top1,1,24000,0,198,0,0,23802,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,300,6,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.4905490549888406,5996,0.4917437315591332,0.6347099238757459,0.3652900761242541,0.0685,0.0011946765702925966,0.989,0.31368631368631367,0.9932567432567433,0.9865,0.9973333333333333,12012,6000
HBTASP-Top1,1,24000,0,164,0,0,23836,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,300,6,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.49094133542164564,6000,0.4914914634980935,0.6349211549912981,0.3650788450087019,0.066,0.0005501280764478311,0.9908888888888889,0.31368631368631367,0.9946719946719946,0.9893333333333333,0.9986666666666667,12012,6000
HBTASP-Top1,1,24000,0,143,0,0,23857,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,300,6,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.4953403063242354,6000,0.49611782754353734,0.6390036881095648,0.36099631189043524,0.06233333333333333,0.0007775212193019132,0.9920555555555556,0.31368631368631367,0.9953379953379954,0.9906666666666667,0.9993333333333333,12012,6000
HBTASP-Top1,1,24000,0,174,0,0,23826,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,300,6,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.4914889346104532,5996,0.49224488826093904,0.6355556039123146,0.3644443960876854,0.0675,0.0007559536504858633,0.9903333333333333,0.31368631368631367,0.9955044955044955,0.991,0.998,12012,6000
HBTASP-Top1,1,24000,0,180,0,0,23820,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,300,6,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.4927894989967792,5992,0.49408972637538046,0.63556621629764,0.36443378370236,0.06333333333333334,0.0013002273786012486,0.99,0.31368631368631367,0.9936729936729937,0.9873333333333333,0.998,12012,6000
HBTASP-Top1,1,24000,0,175,0,0,23825,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,300,6,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.4933823123542263,5988,0.4947547539227151,0.6373343289880115,0.36266567101198854,0.06816666666666667,0.0013724415684888136,0.9902777777777778,0.31368631368631367,0.9933399933399933,0.9866666666666667,0.9946666666666667,12012,6000
HBTASP-Top1,1,24000,0,135,0,0,23865,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,300,6,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.49406159548808987,5988,0.4955249435081961,0.6382044484206889,0.3617955515793111,0.06383333333333334,0.0014633480201062254,0.9925,0.31368631368631367,0.9956709956709957,0.9913333333333333,0.998,12012,6000
HBTASP-Top1,1,24000,0,204,0,0,23796,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,300,6,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.4903006521005571,5980,0.4927598327485014,0.6331720621682188,0.36682793783178125,0.06366666666666666,0.002459180647944259,0.9886666666666667,0.31368631368631367,0.9923409923409924,0.9846666666666667,0.9953333333333333,12012,6000
HBTASP-Top1,1,24000,0,167,0,0,23833,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,300,6,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.49139475335629595,5992,0.4931685000538949,0.6360118677927308,0.3639881322072692,0.06366666666666666,0.0017737466975989435,0.9907222222222222,0.31368631368631367,0.9925907425907425,0.9851666666666666,0.9966666666666667,12012,6000
HBTASP-Top1,1,24000,0,167,0,0,23833,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,300,6,1000,1010,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,6000,6000,0.49168781544695206,5996,0.49297014822077,0.6357154078893997,0.36428459211060027,0.06483333333333334,0.0012823327738179513,0.9907222222222222,0.31368631368631367,0.9927572427572428,0.9855,0.9975,12012,6000
HBTASP-Top1,1,32000,0,721,0,0,31279,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,300,8,1000,101,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.4832541541466341,7976,0.48730405311891506,0.6455051221347486,0.35449487786525136,0.068125,0.004049898972280974,0.9699583333333334,0.31368631368631367,0.9814560439560439,0.962875,0.99,16016,8000
HBTASP-Top1,1,32000,0,648,0,0,31352,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,300,8,1000,202,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.482014537634388,8000,0.48380321380755364,0.6436902084816492,0.35630979151835085,0.073,0.0017886761731656375,0.973,0.31368631368631367,0.9845154845154845,0.969,0.991,16016,8000
HBTASP-Top1,1,32000,0,661,0,0,31339,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,300,8,1000,303,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.47847753795353803,7984,0.48234103023464636,0.6387363161018693,0.3612636838981307,0.079125,0.003863492281108327,0.9724583333333333,0.31368631368631367,0.9765234765234765,0.957,0.984,16016,8000
HBTASP-Top1,1,32000,0,666,0,0,31334,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,300,8,1000,404,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.47891353525245584,7984,0.48354740125329654,0.6350183596326787,0.3649816403673213,0.077125,0.004633866000840703,0.97225,0.31368631368631367,0.9768356643356644,0.954,0.987,16016,8000
HBTASP-Top1,1,32000,0,625,0,0,31375,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,300,8,1000,505,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.4813820370401044,7976,0.48520770447561257,0.6462085584292384,0.3537914415707616,0.077,0.003825667435508162,0.9739583333333334,0.31368631368631367,0.980457042957043,0.962875,0.986,16016,8000
HBTASP-Top1,1,32000,0,648,0,0,31352,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,300,8,1000,606,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.48034459442867733,7984,0.48397386792018565,0.640985863602123,0.35901413639787705,0.072625,0.0036292734915083225,0.973,0.31368631368631367,0.9820179820179821,0.965,0.991,16016,8000
HBTASP-Top1,1,32000,0,600,0,0,31400,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,300,8,1000,707,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.4812446608530214,7968,0.485488837143215,0.6362892082303314,0.3637107917696686,0.0745,0.00424417629019358,0.975,0.31368631368631367,0.98001998001998,0.962,0.988,16016,8000
HBTASP-Top1,1,32000,0,551,0,0,31449,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,300,8,1000,808,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.48447166242281897,7976,0.4883608315312092,0.6435422996490865,0.3564577003509135,0.069875,0.0038891691083902113,0.9770416666666667,0.31368631368631367,0.9837662337662337,0.9675,0.992,16016,8000
HBTASP-Top1,1,32000,0,614,0,0,31386,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,300,8,1000,909,assigned_level_sensitivity,dynamic,periodic,0.0,False,True,,True,1.0,25.0,0.0,0.0,0.0,0,8000,8000,0.48047819923536794,7981,0.4846384976916942,0.6439638019573113,0.3560361980426887,0.06925,0.004160298456326261,0.9744166666666667,0.31368631368631367,0.9795829170829171,0.959125,0.989,16016,8000
