partition,n_crops,micro_dice,micro_recall,macro_dice,macro_recall,image_complete_miss_rate,mean_ms,p99_ms
non_overlap_4x400,4,0.7658406379318728,0.7962436357156062,0.6112720737462531,0.6679325452164632,0.027736131934032984,52.08048,60.12994000000075
mild_overlap_4x416,4,0.7675992335552939,0.7910113070662086,0.6188951300034093,0.6559217622069144,0.023238380809595203,59.14998433333211,72.53119899998636
heavy_overlap_5x400,5,0.771507470952141,0.7929168487989715,0.6211384394697074,0.666525291249519,0.023238380809595203,65.06310533333135,73.29544099997746
